,Emissions/Supply (C02 kg/kWh),Supply (GWh),Emissions (mmTh)
1657,0.2522571053028507,46409,11707
1658,0.2451425509714898,70922,17386
1659,0.242843836017876,95547,23203
1660,0.24233886338399324,120674,29244
1661,0.24183260151809116,146895,35524
1662,0.2431796267937156,176310,42875
1663,0.24719419621408667,208140,51451
1664,0.24696661076000986,239089,59047
1665,0.24091617163684065,268334,64646
1666,0.23479736582331545,295804,69454
1667,0.22830504793521764,322310,73585
1668,0.22349621149114102,348686,77930
1669,0.22008201316695766,374574,82437
1670,0.21778869926130148,400434,87210
1671,0.21570030235291082,426323,91958
1672,0.2144659934771424,452869,97125
1673,0.21349646721521545,479933,102464
1674,0.21257184796196105,509583,108323
1675,0.21389891196505872,541251,115773
1676,0.21650115867194622,574796,124444
1677,0.21896384793547105,608347,133206
1678,0.22261890145039778,635274,141424
1679,0.22526368354947565,660830,148861
1680,0.28881083329481905,21637,6249
1681,0.2512774144710558,47557,11950
1682,0.2535140710181229,67870,17206
1683,0.24042817754230417,92485,22236
1684,0.24213800355214676,113171,27403
1685,0.2433591229072243,134809,32807
1686,0.24665697582954196,158913,39197
1687,0.2522092564467049,185017,46663
1688,0.253600979238623,210776,53453
1689,0.24357720723431284,239304,58289
1690,0.23317680939294025,265987,62022
1691,0.22378236670715723,291426,65216
1692,0.2170377639846548,313844,68116
1693,0.21029927044114724,337053,70882
1694,0.20420538820569917,360157,73546
1695,0.19863577067954757,381754,75830
1696,0.19409743910056215,403452,78309
1697,0.19001066935550057,426455,81031
1698,0.18703296460421479,452455,84624
1699,0.1866685697382656,483429,90241
1700,0.18870472066030136,517703,97693
1701,0.19072713444101394,553529,105573
1702,0.1924036571964325,588757,113279
1703,0.19348272438379405,622438,120431
1704,0.33872117898740195,16828.0,5700
1705,0.3367459538989701,32624.0,10986
1706,0.33526059996648233,47736.0,16004
1707,0.30518248175182483,68500.0,20905
1708,0.289165142658394,89129.0,25773
1709,0.2785008468512531,110409.0,30749
1710,0.27078206434057234,134503.0,36421
1711,0.27951049269183526,153869.0,43008
1712,0.27586620583278587,175045.0,48289
1713,0.2757507987220447,187800.0,51786
1714,0.27639260798650456,196807.0,54396
1715,0.2771638638037947,204969.0,56810
1716,0.27818265008183923,212001.0,58975
1717,0.27953404132707665,218646.0,61119
1718,0.280547153024911,224800.0,63067
1719,0.28119386665972457,230478.0,64809
1720,0.2807598245909934,237160.0,66585
1721,0.28015554675991855,245071.0,68658
1722,0.27995756973203173,255478.0,71523
1723,0.27650761377400934,277392.0,76701
1724,0.2738768871274427,305557.0,83685
1725,0.273066891592788,334332.0,91295
1726,0.2775086582881007,356306.0,98878
1727,0.28105819489384687,377662.0,106145
1728,0.2692656391659112,20957,5643
1729,0.2684014149343412,41274,11078
1730,0.2675510970967373,61207,16376
1731,0.2675266750449718,81162,21713
1732,0.267510913595784,101708,27208
1733,0.2569997600303445,129183,33200
1734,0.2526736293736068,159708,40354
1735,0.25276337212024114,192247,48593
1736,0.24666164118027137,222864,54972
1737,0.2372048746395032,248962,59055
1738,0.22649668506458884,271951,61596
1739,0.21664706562157973,294202,63738
1740,0.2089507861749607,316151,66060
1741,0.20218991321696944,336817,68101
1742,0.19598472773518363,356987,69964
1743,0.19071620991006277,377152,71929
1744,0.18655624568668047,398475,74338
1745,0.18336000304343794,420577,77117
1746,0.1812195292058414,444483,80549
1747,0.18228607241810812,473887,86383
1748,0.18600816877131188,507053,94316
1749,0.19234507829663383,533931,102699
1750,0.19759058511046573,560219,110694
1751,0.1995842803254163,592226,118199
1752,0.28013139461861747,20701,5799
1753,0.27872902499877694,40882,11395
1754,0.25619746456957176,65551,16794
1755,0.24546886438760343,90154,22130
1756,0.2394290331268516,115103,27559
1757,0.2353538917507586,141710,33352
1758,0.23362049819401745,171098,39972
1759,0.2339248856891733,202518,47374
1760,0.22996754169213682,232298,53421
1761,0.22268057224828441,257930,57436
1762,0.21389536927551053,281619,60237
1763,0.20559938647681678,303819,62465
1764,0.19848268008556083,324915,64490
1765,0.19228139701962965,345192,66374
1766,0.18681002759889603,365232,68229
1767,0.1820598144619969,385258,70140
1768,0.17794459690618886,406295,72298
1769,0.1749767122616071,428337,74949
1770,0.17335714065003685,453082,78545
1771,0.17431400177219236,481889,84000
1772,0.17857511404811927,513599,91716
1773,0.18283876326685194,546569,99934
1774,0.18614863639738832,579091,107797
1775,0.18825980789014443,611421,115106
1776,0.2185921309782809,27119,5928
1777,0.22023451593505713,53216,11720
1778,0.2200774167260874,78536,17284
1779,0.21975563420349672,103697,22788
1780,0.2201790804312802,129104,28426
1781,0.22022214204721163,155216,34182
1782,0.2198841509310469,183342,40314
1783,0.2200826216596873,212293,46722
1784,0.2168572266197596,238770,51779
1785,0.20907327207595305,261846,54745
1786,0.20025578437589675,282269,56526
1787,0.19261564362079364,301746,58121
1788,0.1852872859872373,320308,59349
1789,0.17810812085760785,339176,60410
1790,0.17255598446945716,356974,61598
1791,0.16731469777215974,374982,62740
1792,0.16348815982962325,394420,64483
1793,0.16045178131123597,414891,66570
1794,0.15859535174360928,438487,69542
1795,0.16027893203010993,467354,74907
1796,0.16500196318821767,499188,82367
1797,0.1697435222443684,531820,90273
1798,0.1735195035460993,564000,97865
1799,0.17625342224163126,595370,104936
1800,0.2825780463242699,19860,5612
1801,0.2857650613115337,39389,11256
1802,0.28606114492852747,58484,16730
1803,0.28606138933764136,77375,22134
1804,0.2697982505919418,102206,27575
1805,0.25950920245398773,127140,32994
1806,0.25215828513544425,153015,38584
1807,0.24696555464237993,178863,44173
1808,0.23789351601584385,203486,48408
1809,0.22801968747478552,223086,50868
1810,0.21728172668528647,242036,52590
1811,0.2066529663702537,260335,53799
1812,0.19687054147395053,278259,54781
1813,0.18860714587380692,295975,55823
1814,0.1815820091484309,313715,56965
1815,0.17506297229219145,331892,58102
1816,0.1695085312947159,350826,59468
1817,0.16574506574506576,370370,61387
1818,0.164726226844993,391492,64489
1819,0.16669991450555713,421080,70194
1820,0.17141615966940618,453487,77735
1821,0.17604686367100125,486859,85710
1822,0.17944957941955858,519639,93249
1823,0.18184059042730583,551736,100328
1824,0.21752825643876228,26985,5870
1825,0.24784533966951075,46295,11474
1826,0.26048000490113493,65291,17007
1827,0.2674942496028076,84342,22561
1828,0.2552631820139863,109107,27851
1829,0.24721114215986256,135629,33529
1830,0.24261536971575226,165208,40082
1831,0.242988750426506,196363,47714
1832,0.23695707817368203,226598,53694
1833,0.22844350657561963,253056,57809
1834,0.21957774755521015,277938,61029
1835,0.21187746813338007,302354,64062
1836,0.20502658881583988,326265,66893
1837,0.19949525297440213,349482,69720
1838,0.19420905852198536,372202,72285
1839,0.18958707179615314,396219,75118
1840,0.18605208974045373,421081,78343
1841,0.18368719828356875,447440,82189
1842,0.18213345159452943,475783,86656
1843,0.18302359101822666,508541,93075
1844,0.18664977572860583,543092,101368
1845,0.19009602066700904,578313,109935
1846,0.19266628376746706,612868,118079
1847,0.19421156387426616,646254,125510
1848,0.21027311079860855,27022,5682
1849,0.23856433099194793,46696,11140
1850,0.2521054308735831,65901,16614
1851,0.24088383257159768,91239,21978
1852,0.2343620749938173,117263,27482
1853,0.229388334527813,145112,33287
1854,0.22632096883372488,175799,39787
1855,0.22620919086009875,208011,47054
1856,0.22244336474858045,239162,53200
1857,0.21656976744186046,268320,58110
1858,0.2120742929391958,295802,62732
1859,0.20779904602614135,322860,67090
1860,0.20382165605095542,347441,70816
1861,0.2002317950974264,372743,74635
1862,0.1974374667643252,398668,78712
1863,0.19553859465966913,425292,83161
1864,0.1946319663627894,454021,88367
1865,0.19460476269224408,483760,94142
1866,0.19459516102740843,515316,100278
1867,0.19496241602658695,548239,106886
1868,0.1964425758290789,582725,114472
1869,0.19745574326401316,618098,122047
1870,0.20056315640784445,644226,129208
1871,0.200462239140779,676706,135654
1872,0.193656771525624,27084,5245
1873,0.2178945788943431,46651,10165
1874,0.2273404708315591,65756,14949
1875,0.21741958242388165,90714,19723
1876,0.21202757105211203,116499,24701
1877,0.2093246048219703,144049,30153
1878,0.20772449749605543,174924,36336
1879,0.20791046282986303,208003,43246
1880,0.2079307810793867,240859,50082
1881,0.20790707899750843,272920,56742
1882,0.20753414932923023,302861,62854
1883,0.2063972414458296,331768,68476
1884,0.2033625429648983,359014,73010
1885,0.20031126671569593,386164,77353
1886,0.1985422944845469,413801,82157
1887,0.19613908188192,441294,86555
1888,0.19432604454300245,468985,91136
1889,0.19285960141463385,496807,95814
1890,0.19166443022000926,525387,100698
1891,0.19196332448144693,557320,106985
1892,0.19276773861450516,590576,113844
1893,0.19386380795168082,625176,121199
1894,0.19431477602259142,658303,127918
1895,0.19464345749429046,690072,134318
1896,0.18282909620767668,26079,4768
1897,0.2076425350210235,45901,9531
1898,0.19937492960919023,71032,14162
1899,0.19491843240202514,95994,18711
1900,0.19288672671093288,121688,23472
1901,0.1923696147396971,149691,28796
1902,0.20227162601813609,173356,35065
1903,0.20275857410954212,207281,42028
1904,0.20044557341550762,240140,48135
1905,0.20087727252119508,264684,53169
1906,0.19527224764024567,291132,56850
1907,0.1897274533776889,316533,60055
1908,0.1851769373445187,341279,63197
1909,0.1817699178336923,363531,66079
1910,0.17878504260984318,385709,68959
1911,0.1750618755718431,407673,71368
1912,0.17207063197890998,429777,73952
1913,0.16898364859119716,453967,76713
1914,0.16682077169132348,480192,80106
1915,0.16669084521676397,510094,85028
1916,0.16803210902956192,544146,91434
1917,0.16972854400877432,579873,98421
1918,0.17071150137124536,614405,104886
1919,0.17129477222673004,647025,110832
1920,0.1718146718146718,25382,4361
1921,0.1713576660008474,49563,8493
1922,0.1717009822052357,72999,12534
1923,0.17906058040849993,92142,16499
1924,0.17799366674697967,116212,20685
1925,0.17856594288905955,143230,25576
1926,0.1810198577236941,173887,31477
1927,0.18377774229602428,206679,37983
1928,0.1821845452131135,237221,43218
1929,0.17585002117490472,264464,46506
1930,0.16864030778459216,290073,48918
1931,0.16289156626506024,315400,51376
1932,0.15816371564248768,339882,53757
1933,0.15368975364958484,363466,55861
1934,0.14975875373757266,386949,57949
1935,0.14621269338530882,410450,60013
1936,0.1433434608479492,434460,62277
1937,0.14140985646474272,459678,65003
1938,0.14194666517582602,482949,68553
1939,0.14332946951603742,514172,73696
1940,0.14861043158534595,539592,80189
1941,0.15190906512277844,574653,87295
1942,0.15660385847910532,600081,93975
1943,0.16041591267947564,624458,100173
1944,0.18369355388167607,26419,4853
1945,0.20615837045366087,46246,9534
1946,0.2123450397490177,65662,13943
1947,0.2156763738844528,85160,18367
1948,0.22228477105536845,104807,23297
1949,0.21402585984750874,131942,28239
1950,0.20769269200504603,160126,33257
1951,0.21125712458795903,181414,38325
1952,0.20428935630848413,208283,42550
1953,0.19435327833335478,233091,45302
1954,0.18571172965319807,257092,47745
1955,0.17855636496214694,279766,49954
1956,0.17199604828542822,300629,51707
1957,0.16538852328326012,319865,52902
1958,0.15906520808420804,338685,53873
1959,0.1529478940415146,357272,54644
1960,0.14764925651151156,375796,55486
1961,0.1430480978818097,395007,56505
1962,0.1391132521779265,415992,57870
1963,0.13833012658914712,442297,61183
1964,0.1399309478307694,473555,66265
1965,0.14221020575026366,506342,72007
1966,0.14400981307283905,538873,77603
1967,0.14551219400924004,569911,82929
1968,0.20962076864342072,19645,4118
1969,0.20792591442909616,38658,8038
1970,0.20445414847161572,57250,11705
1971,0.19980663020012449,75503,15086
1972,0.19836533748215085,93842,18615
1973,0.1907276895644052,117770,22462
1974,0.18608871108993716,142733,26561
1975,0.1832684686395026,168556,30891
1976,0.17806497189814766,192514,34280
1977,0.17061564622654804,212882,36321
1978,0.16272320946602467,231565,37681
1979,0.1549659008541806,249713,38697
1980,0.14948708348932985,267100,39928
1981,0.14486826638135528,284134,41162
1982,0.14086054702931677,301227,42431
1983,0.13696752623556496,318842,43671
1984,0.13354512120897227,336815,44980
1985,0.13135976875101932,355634,46716
1986,0.1309151331013125,375541,49164
1987,0.135288802531002,397313,53752
1988,0.14404320298659168,421082,60654
1989,0.15279316702479376,445838,68121
1990,0.1601535582117487,470180,75301
1991,0.16314144562982288,501387,81797
1992,0.19679660817336003,25473,5013
1993,0.22659414937666464,44679,10124
1994,0.23950524148553287,63627,15239
1995,0.2454490438150569,82620,20279
1996,0.24977252492441956,102209,25529
1997,0.2519354287249371,122841,30948
1998,0.2437496737825565,153272,37360
1999,0.2403541482551247,185572,44603
2000,0.23243325960240946,215649,50124
2001,0.22282581733392867,241884,53898
2002,0.21267539967815194,265964,56564
2003,0.20339793711528864,288528,58686
2004,0.19458585104980336,310963,60509
2005,0.1876882281655328,333372,62570
2006,0.18193737445615174,356947,64942
2007,0.1769560616444651,380829,67390
2008,0.17273503303513715,405326,70014
2009,0.1693621648246203,430409,72895
2010,0.1670086512260092,457623,76427
2011,0.1680309268655679,489154,82193
2012,0.17211172432771246,523288,90064
2013,0.1761485317968799,557995,98290
2014,0.17889252024693234,592065,105916
2015,0.18053154572112737,624744,112786
2016,0.3036322360953462,17620.0,5350
2017,0.2970231973488744,35004.0,10397
2018,0.2920600199554839,52116.0,15221
2019,0.2772368457243447,72714.0,20159
2020,0.2683059468335804,93781.0,25162
2021,0.2636546202046146,116023.0,30590
2022,0.2726210893606955,135272.0,36878
2023,0.2811218168863098,155783.0,43794
2024,0.2792023112290208,177914.0,49674
2025,0.2649217783385416,204483.0,54172
2026,0.24926959979254906,231380.0,57676
2027,0.23402577522825843,258698.0,60542
2028,0.21991500970568176,285915.0,62877
2029,0.20866896203696014,313094.0,65333
2030,0.19962037609252228,339810.0,67833
2031,0.19082181521073058,367175.0,70065
2032,0.18426445375508507,394292.0,72654
2033,0.17971475805667364,421607.0,75769
2034,0.17767371607938887,448879.0,79754
2035,0.1800736327676353,474517.0,85448
2036,0.18497866911207686,501620.0,92789
2037,0.19004927056541324,529931.0,100713
2038,0.1937821453823708,557234.0,107982
2039,0.19660116780212508,583318.0,114681
2040,0.2507897334649556,20260,5081
2041,0.2502194027231012,39881,9979
2042,0.24848566884369394,59102,14686
2043,0.24835044455200878,78506,19497
2044,0.23217669863685775,103951,24135
2045,0.22545154487943522,130884,29508
2046,0.22087337926578487,160961,35552
2047,0.21854287476226752,192969,42172
2048,0.21562661717732293,224156,48334
2049,0.2099528614771117,254781,53492
2050,0.20429933390601457,284044,58030
2051,0.19866329978213648,311663,61916
2052,0.19328991268545467,338088,65349
2053,0.18913136617304566,364112,68865
2054,0.18591375433456434,390466,72593
2055,0.18191925525757283,414640,75431
2056,0.17890925147029368,439368,78607
2057,0.1763138253595772,464921,81972
2058,0.17392508707252988,490970,85392
2059,0.1730900474660491,521636,90290
2060,0.17433910542475867,555951,96924
2061,0.1762271764179533,592315,104382
2062,0.1776197886439154,627188,111401
2063,0.17844976511592667,659900,117759
2064,0.23173741362290226,20260,4695
2065,0.2282186772182014,39931,9113
2066,0.22578522991801897,59282,13385
2067,0.22563971992361553,78550,17724
2068,0.22663991608192197,98191,22254
2069,0.22872045557627374,119058,27231
2070,0.23337128559781845,142284,33205
2071,0.23769858616828252,166993,39694
2072,0.23209565698883167,191434,44431
2073,0.22046264088905815,215329,47472
2074,0.20862082622852401,239861,50040
2075,0.1974450483528789,262549,51839
2076,0.18686511745656692,284403,53145
2077,0.1785158955194627,306124,54648
2078,0.1711084098905395,327424,56025
2079,0.1647743546853339,349132,57528
2080,0.1598197135136737,371187,59323
2081,0.15675649682624848,395116,61937
2082,0.15447585913126663,420221,64914
2083,0.1541684550907259,449651,69322
2084,0.15717358482761473,483510,75995
2085,0.1599751982407696,519318,83078
2086,0.1623916664110388,554191,89996
2087,0.16405986502093503,587054,96312
2088,0.22078940916891396,20395,4503
2089,0.22171124589837923,40228,8919
2090,0.22107774771898578,59513,13157
2091,0.21931929263307562,78771,17276
2092,0.2204002477434028,98489,21707
2093,0.22428968240688063,119524,26808
2094,0.23131727391067006,142886,33052
2095,0.2366693326011961,167546,39653
2096,0.2307900686608529,191958,44302
2097,0.21921799131101458,215215,47179
2098,0.20774376612933781,237533,49346
2099,0.1970986281766213,259946,51235
2100,0.1885474216085983,281823,53137
2101,0.18086011435656296,303262,54848
2102,0.1741447889354806,324569,56522
2103,0.16810354796928487,345888,58145
2104,0.162972393606024,367596,59908
2105,0.15896497928882672,390369,62055
2106,0.15631016725744537,414989,64867
2107,0.1555797621141798,443406,68985
2108,0.1574117192973624,476718,75041
2109,0.15946988563671344,511965,81643
2110,0.16120747256368245,546265,88062
2111,0.16235371341215896,578915,93989
2112,0.2238968226515788,20237,4531
2113,0.22350045212498745,39812,8898
2114,0.22380079437824626,58914,13185
2115,0.2221309160011299,77882,17300
2116,0.2096574858757062,101952,21375
2117,0.20374685286252678,127894,26058
2118,0.20111831919440074,156306,31436
2119,0.20031622607998786,184678,36994
2120,0.19323890228674376,209818,40545
2121,0.1846139247604013,231846,42802
2122,0.17699979822996245,252763,44739
2123,0.17086323034119197,273160,46673
2124,0.16594147665321107,292567,48549
2125,0.16120359008294197,311302,50183
2126,0.15702356596196104,329925,51806
2127,0.15320325482780356,349020,53471
2128,0.14982710795303417,368438,55202
2129,0.1469404010945951,389185,57187
2130,0.14509883839413085,412188,59808
2131,0.14579078789973757,439726,64108
2132,0.1497702603998573,470968,70537
2133,0.15334550723487028,503810,77257
2134,0.15643796589438672,536334,83903
2135,0.15889578004327168,568039,90259
2136,0.2697554567502021,19792,5339
2137,0.27089337175792505,39211,10622
2138,0.2681849432794775,58180,15603
2139,0.24932009130202515,82364,20535
2140,0.2515768036854697,101154,25448
2141,0.24162770425548777,126190,30491
2142,0.23542272144110177,152772,35966
2143,0.2311555819344435,178594,41283
2144,0.2219365725346171,201490,44718
2145,0.21215190101318354,222171,47134
2146,0.20280296443505982,241530,48983
2147,0.19398436056893048,259856,50408
2148,0.1862147177419355,277760,51723
2149,0.17917410955938076,295584,52961
2150,0.17286181270270962,313256,54150
2151,0.16686536621584505,331321,55286
2152,0.16197964979378648,350365,56752
2153,0.15831942650860964,370921,58724
2154,0.15631202657269008,394992,61742
2155,0.1582963030992363,424653,67221
2156,0.16232210114875112,456931,74170
2157,0.16645495935423493,490457,81639
2158,0.1696896589957599,523102,88765
2159,0.17196440784095768,554167,95297
2160,0.2748981381195523,19389,5330
2161,0.27500783126239947,38308,10535
2162,0.2483477819864653,63097,15670
2163,0.23646846519651796,88109,20835
2164,0.2436768521456704,107146,26109
2165,0.2500255039982422,127431,31861
2166,0.24449488212124854,158171,38672
2167,0.24085082716392694,190591,45904
2168,0.23387035061421632,222153,51955
2169,0.22570464296232617,251262,56711
2170,0.21776095543273333,278994,60754
2171,0.2105718304251771,306437,64527
2172,0.20442035329247965,333548,68184
2173,0.19903753662600038,360741,71801
2174,0.1965567721754325,384581,75592
2175,0.19445905706588892,408703,79476
2176,0.1946445085572091,433611,84400
2177,0.19587440114735588,458794,89866
2178,0.19505307967847255,491902,95947
2179,0.19650154405051806,526861,103529
2180,0.1988752501715208,562614,111890
2181,0.20155682927439741,599295,120792
2182,0.2027168810218472,634772,128679
2183,0.20346333297930108,668489,136013
2184,0.20852090611157129,27767,5790
2185,0.23450582740775025,47534,11147
2186,0.22100247709029874,73877,16327
2187,0.22935553168635875,93100,21353
2188,0.22135386257861112,119894,26539
2189,0.2157793077456305,148587,32062
2190,0.2139097118107613,180090,38523
2191,0.21316941225087815,212948,45394
2192,0.2089789496972329,244082,51008
2193,0.2019273818873076,272494,55024
2194,0.19526034712950602,299600,58500
2195,0.1893217866686279,326328,61781
2196,0.18422611875770764,352735,64983
2197,0.18109374583987858,375590,68017
2198,0.17822092897725134,398309,70987
2199,0.17346764717031196,422096,73220
2200,0.17030788056342053,447836,76270
2201,0.1691810847857546,471282,79732
2202,0.16784947548914664,499799,83891
2203,0.1682047713530745,531715,89437
2204,0.17322968780820197,557670,96605
2205,0.17618239203441155,593754,104609
2206,0.18075712882608422,620053,112079
2207,0.18182721165777296,654396,118987
2208,0.17663335895465027,26020,4596
2209,0.17846076865341315,51961,9273
2210,0.17974769062869467,76969,13835
2211,0.18051355796980115,101527,18327
2212,0.18201785461244155,127026,23121
2213,0.1837377651556809,154579,28402
2214,0.18591014917651116,185552,34496
2215,0.187937236046442,217131,40807
2216,0.18586570157070176,247851,46067
2217,0.18250448852451925,277374,50622
2218,0.178496690436049,304874,54419
2219,0.17441180724634187,331864,57881
2220,0.17192482739403697,355289,61083
2221,0.1702401893201063,378618,64456
2222,0.16896791200256883,401739,67881
2223,0.16679973903683867,424581,70820
2224,0.1661967047551804,447554,74382
2225,0.16600015299357426,470608,78121
2226,0.165219357847189,499663,82554
2227,0.16932679413150512,524223,88765
2228,0.17221230987836153,558787,96230
2229,0.17544024766136812,595006,104388
2230,0.17769376481124824,630855,112099
2231,0.18167028282252273,655853,119149
2232,0.25769380599922087,20536,5292
2233,0.22274067318500923,47149,10502
2234,0.21450179875722228,73384,15741
2235,0.22462254194576667,92858,20858
2236,0.21803476743405598,119192,25988
2237,0.2148029616771989,147484,31680
2238,0.2141985262827835,178596,38255
2239,0.21449539283055197,210867,45230
2240,0.2130487895471016,242306,51623
2241,0.2096464011897741,272993,57232
2242,0.20529597286087223,301852,61969
2243,0.20065901051509424,330192,66256
2244,0.1962786609449749,357237,70118
2245,0.1926504189881705,380321,73269
2246,0.18958566795918164,403348,76469
2247,0.1856906901989042,427442,79372
2248,0.18304432873969298,453453,83002
2249,0.18185819487149676,481661,87594
2250,0.18174271584247972,510766,92828
2251,0.18218662300353658,542334,98806
2252,0.18395164507345163,576570,106061
2253,0.18610639973594512,611994,113896
2254,0.18739045899804951,647018,121245
2255,0.18810058691382128,680168,127940
2256,0.24311013829469705,20102,4887
2257,0.23623922959959454,39460,9322
2258,0.231825331691971,58488,13559
2259,0.21512347927442266,82362,17718
2260,0.2062446183220396,106844,22036
2261,0.20154447088403,133638,26934
2262,0.1991623471375106,163791,32621
2263,0.19768760034675736,194949,38539
2264,0.19282686050784717,223138,43027
2265,0.18629273256046852,249634,46505
2266,0.18056584477394036,276719,49966
2267,0.17585084616622496,304491,53545
2268,0.17174751174528458,332261,57065
2269,0.16781564245810057,358000,60078
2270,0.16421709756675845,383809,63028
2271,0.16096469101577615,408338,65728
2272,0.15834828448520702,433077,68577
2273,0.15598125671004096,457337,71336
2274,0.15429018484521723,483161,74547
2275,0.1543887101463131,512531,79129
2276,0.1565003554910541,545724,85406
2277,0.15962965259263853,580644,92688
2278,0.16168206209244412,614793,99401
2279,0.16306548272142568,647102,105520
2280,0.15938840201379825,26815,4274
2281,0.157962197734925,52272,8257
2282,0.15642909242471606,76776,12010
2283,0.16409005746344424,95539,15677
2284,0.16956635775485224,114380,19395
2285,0.176876804979874,133658,23641
2286,0.1845336658030247,153999,28418
2287,0.1883176392421014,174588,32878
2288,0.179929427511103,197244,35490
2289,0.16967299602150487,218927,37146
2290,0.16091728652062726,239707,38573
2291,0.15378301515980608,259502,39907
2292,0.14672407163162113,278257,40827
2293,0.13998116634156185,297340,41622
2294,0.13499708853388692,315992,42658
2295,0.13075794299513155,334603,43752
2296,0.12674659440581176,353903,44856
2297,0.12328144346714519,373933,46099
2298,0.12166695784497666,394947,48052
2299,0.12342460008387754,417275,51502
2300,0.12899187677738017,440958,56880
2301,0.13488777417893885,465891,62843
2302,0.13762419543827548,498408,68593
2303,0.1396350404912931,529867,73988
2304,0.20877619192225932,19758,4125
2305,0.2053394434003553,38843,7976
2306,0.20545369064409968,57429,11799
2307,0.203522763282983,75736,15414
2308,0.20297955540442894,94108,19102
2309,0.20311668027404067,112684,22888
2310,0.194606973889196,139291,27107
2311,0.19665256158379932,158808,31230
2312,0.18641733151143827,181496,33834
2313,0.17536224716878493,202210,35460
2314,0.16608573789931366,222632,36976
2315,0.1596847815301161,241864,38622
2316,0.1547357926221336,260780,40352
2317,0.14947833065810595,279104,41720
2318,0.14435026919483523,297554,42952
2319,0.140323544004576,316433,44403
2320,0.13595520327525468,336096,45694
2321,0.13441713148527062,356770,47956
2322,0.13249570176542122,381552,50554
2323,0.1339996550157551,411613,55156
2324,0.13786837874000696,444685,61308
2325,0.1451707122267468,470763,68341
2326,0.15113078036138217,496206,74992
2327,0.15558866216203227,520205,80938
2328,0.16867699824414079,26198,4419
2329,0.18806698458467339,45085,8479
2330,0.18111423974255833,69608,12607
2331,0.17790524750371786,94140,16748
2332,0.17586872586872587,119140,20953
2333,0.17541271369929445,146409,25682
2334,0.17749157289096423,177107,31435
2335,0.17917761454517558,208564,37370
2336,0.17774419895729415,239569,42582
2337,0.17411827772855537,268622,46772
2338,0.17043038962436766,297312,50671
2339,0.16598189490166101,324439,53851
2340,0.16346920856455843,348506,56970
2341,0.1614597014125278,373090,60239
2342,0.15906149148718918,402511,64024
2343,0.1566901367740742,432465,67763
2344,0.1541417148395583,462224,71248
2345,0.1527194530663583,492930,75280
2346,0.15242005605161468,525587,80110
2347,0.15401803669905167,559415,86160
2348,0.157253470521811,594219,93443
2349,0.16253051522549145,622640,101198
2350,0.16651209432450348,650181,108263
2351,0.16976620027004763,676177,114792
2352,0.17252337139267634,27063,4669
2353,0.19566094211051435,47107,9217
2354,0.20349325337331334,66700,13573
2355,0.19465119074942347,91497,17810
2356,0.18905455603677013,116834,22088
2357,0.1867576640002224,143887,26872
2358,0.1853765811700802,174159,32285
2359,0.18422606412827608,204933,37754
2360,0.17970698455079692,232957,41864
2361,0.17286765588284253,258319,44655
2362,0.16699948569705783,281935,47083
2363,0.16162350217685822,304108,49151
2364,0.15553373931984477,325955,50697
2365,0.1501479141091948,347837,52227
2366,0.1454256277370091,369701,53764
2367,0.1410949701262641,391481,55236
2368,0.13747505351715206,413886,56899
2369,0.1344726725531764,437271,58801
2370,0.13261951825051146,462398,61323
2371,0.13333509543831684,491836,65579
2372,0.1368328499326284,525444,71898
2373,0.14146757952939204,561019,79366
2374,0.1452427647042047,596071,86575
2375,0.1474886091393784,629452,92837
2376,0.14361620206376097,25972,3730
2377,0.14254939976107944,51063,7279
2378,0.1545919166322623,70243,10859
2379,0.16639115380319447,89530,14897
2380,0.16527051819031466,115556,19098
2381,0.16501807904908358,144366,23823
2382,0.17013286134086705,176274,29990
2383,0.17058301981740193,208655,35593
2384,0.16525663432879928,236874,39145
2385,0.1577922996623598,261521,41266
2386,0.150211833147145,284658,42759
2387,0.14268985628265932,306574,43745
2388,0.136000560751651,328131,44626
2389,0.12959025705153335,349463,45287
2390,0.12333065338563728,370654,45713
2391,0.11800767260167472,392305,46295
2392,0.11372018271020132,413770,47054
2393,0.11077585220118587,436810,48388
2394,0.10946440499171002,462607,50639
2395,0.11104754949691659,492960,54742
2396,0.11678278159768074,527064,61552
2397,0.12319553397989297,563186,69382
2398,0.12793511576681518,598358,76551
2399,0.1308847351236427,632144,82738
2400,0.2171796707229778,20955,4551
2401,0.22201225864282773,41277,9164
2402,0.2236908749285189,61205,13691
2403,0.22252329163728146,80823,17985
2404,0.2214498904302472,100849,22333
2405,0.21102113219188648,129660,27361
2406,0.2075549943674874,161562,33533
2407,0.21299609847975245,185825,39580
2408,0.2079601088806365,209771,43624
2409,0.1974458279192791,237807,46954
2410,0.18878968705871635,263436,49734
2411,0.17988071902239647,287724,51756
2412,0.17294012614117443,312507,54045
2413,0.16717712515298974,338258,56549
2414,0.16319940451756618,365418,59636
2415,0.1605391936267766,388877,62430
2416,0.15857260387670458,412051,65340
2417,0.15633215452632251,438579,68564
2418,0.15497221566650218,466090,72231
2419,0.1547222076618187,496018,76745
2420,0.1566870191489764,529010,82889
2421,0.15949707109115585,564374,90016
2422,0.16131543166777465,598678,96576
2423,0.16227042060781915,631372,102453
2424,0.18476885644768856,20550,3797
2425,0.18125432440446773,40468,7335
2426,0.18241015221663393,60046,10953
2427,0.18325575544093597,79490,14567
