,Emissions/Supply (C02 kg/kWh),Supply (GWh),Emissions (mmTh)
7771,0.2997049242832395,482588,144634
7772,0.30222398106716614,510436,154266
7773,0.30439868627093614,537706,163677
7774,0.3065309885122678,564080,172908
7775,0.304165014414333,597669,181790
7776,0.35546461242176214,20770,7383
7777,0.30347479053051674,47859,14524
7778,0.29058277878604555,74385,21615
7779,0.2845355706697116,100715,28657
7780,0.29574671998413693,121036,35796
7781,0.29016891009105467,149251,43308
7782,0.2870066381357856,180623,51840
7783,0.29484082037421433,205711,60652
7784,0.28896811584407683,236732,68408
7785,0.281880178649303,265996,74979
7786,0.2762225522615815,294241,81276
7787,0.27140667791984135,321687,87308
7788,0.2703612431868259,344920,93253
7789,0.2703534610519687,368414,99602
7790,0.27068525977667873,392260,106179
7791,0.27075725542955986,416240,112700
7792,0.2727217071295925,441021,120276
7793,0.27744631093826294,466948,129553
7794,0.2830147131610367,494999,140092
7795,0.2879925975349332,523069,150640
7796,0.2922804232900321,550639,160941
7797,0.2961219996815353,577772,171091
7798,0.2993481060643683,604086,180832
7799,0.30203169527272844,629179,190032
7800,0.35389517739941023,21026,7441
7801,0.35202469671755543,41463,14596
7802,0.35493512998238896,61893,21968
7803,0.3559935835115691,82288,29294
7804,0.3367804362483372,109754,36963
7805,0.3222573382976881,138588,44661
7806,0.3281653905429717,162863,53446
7807,0.3192764614731588,195539,62431
7808,0.3178594601461934,220393,70054
7809,0.30670778102599017,249710,76588
7810,0.2977448323579439,277496,82623
7811,0.29469061557743004,300807,88645
7812,0.28797338184078464,328197,94512
7813,0.28231677676591993,355891,100474
7814,0.27718956528985017,384026,106448
7815,0.27319637602827046,412586,112717
7816,0.27047282105988074,444333,120180
7817,0.269921875,478720,129217
7818,0.27049958535810337,516108,139607
7819,0.2708357425771199,553424,149887
7820,0.27064974519463875,589862,159646
7821,0.2701709009586503,625567,169010
7822,0.26976157371646325,660246,178109
7823,0.2692849792904269,693882,186852
7824,0.3464697782631404,21061,7297
7825,0.2923851887961327,49233,14395
7826,0.2768059647018953,76718,21236
7827,0.2898423000756877,96449,27955
7828,0.28108516059922417,123226,34637
7829,0.2757623780758698,150811,41588
7830,0.2716587045883791,180020,48904
7831,0.2675486373886787,209304,55999
7832,0.26159725938504713,237319,62082
7833,0.25446935838194074,264020,67185
7834,0.2482007928943406,289572,71872
7835,0.2428671350904524,314530,76389
7836,0.2382581355503088,339682,80932
7837,0.23499945283431822,365520,85897
7838,0.23185815363450626,391071,90673
7839,0.22975185610482887,417137,95838
7840,0.22818858160194805,445982,101768
7841,0.2287593175556754,478398,109438
7842,0.23026894142724888,514164,118396
7843,0.23166374857504404,550017,127419
7844,0.23248655436948865,586064,136252
7845,0.23319841443482067,621608,144958
7846,0.23392186200150536,656326,153529
7847,0.23435503174635372,690158,161742
7848,0.24573264609411608,29878,7342
7849,0.28807339449541286,50140,14444
7850,0.2737504939388918,78451,21476
7851,0.2665971400116504,106434,28375
7852,0.2623304905475517,134727,35343
7853,0.25915604610037196,163990,42499
7854,0.2564074796043607,193914,49721
7855,0.2544725381458157,223419,56854
7856,0.24941066663475692,250707,62529
7857,0.24419417588269174,276059,67412
7858,0.23943577510960676,300164,71870
7859,0.23839671686049785,319694,76214
7860,0.2377272405743793,339288,80658
7861,0.2343730230767115,363570,85211
7862,0.23127448631857137,388227,89787
7863,0.22871618762016468,413495,94573
7864,0.22766656639926178,442151,100663
7865,0.22873386167238063,474569,108550
7866,0.23035463162911662,509853,117447
7867,0.23171355686334202,545281,126349
7868,0.23239499753462728,580034,134797
7869,0.23283362029403437,614486,143073
7870,0.23330561798792762,648257,151242
7871,0.23400975695771006,680540,159253
7872,0.32537298488034444,19974,6499
7873,0.3303863785199738,39702,13117
7874,0.3277132932305346,59015,19340
7875,0.3280489358990697,78470,25742
7876,0.32670212334050586,98524,32188
7877,0.3247194378767192,120116,39004
7878,0.32226124280557994,143514,46249
7879,0.32036054701221073,167967,53810
7880,0.31203253893125005,192262,59992
7881,0.3005732210023734,216147,64968
7882,0.2900007513837985,239558,69472
7883,0.28152238067132496,262615,73932
7884,0.27486195099917016,285587,78497
7885,0.26634294268934017,312612,83262
7886,0.262471297871581,336212,88246
7887,0.2611094306321407,360347,94090
7888,0.26089136823178793,384869,100409
7889,0.2579318715609044,418533,107953
7890,0.25577767049942945,455720,116563
7891,0.2546474209400756,492854,125504
7892,0.252966473184594,529248,133882
7893,0.25168406483516875,565002,142202
7894,0.2507048778211777,600104,150449
7895,0.24977621589364454,633423,158214
7896,0.313474973681692,20898,6551
7897,0.31851403678606,41320,13161
7898,0.3217193096711169,61420,19760
7899,0.3261664580418722,81486,26578
7900,0.3286294863634138,102115,33558
7901,0.32956468483568907,124094,40897
7902,0.31562225203309435,155797,49173
7903,0.3180902408784981,180672,57470
7904,0.31348467087246884,205589,64449
7905,0.3066035888218167,229769,70448
7906,0.2954369473309278,258292,76309
7907,0.28719867722565484,287275,82505
7908,0.28486215571014195,311656,88779
7909,0.2832918551027144,336321,95277
7910,0.27784679089026915,367080,101992
7911,0.27857812133989224,392748,109411
7912,0.28115991870442947,418719,117727
7913,0.2845577164295988,445653,126814
7914,0.2879712890629116,474523,136649
7915,0.29078331217454706,503337,146362
7916,0.29330678309659997,531822,155987
7917,0.29560355318247855,559611,165423
7918,0.29754295731894487,586396,174478
7919,0.29912813263496785,611905,183038
7920,0.24563608434576176,28644,7036
7921,0.2442343708195844,56065,13693
7922,0.2424147525384532,83023,20126
7923,0.25794501284973087,103115,26598
7924,0.2539529251262713,130473,33134
7925,0.2511310232470706,159590,40078
7926,0.2504611557896607,191367,47930
7927,0.25118793379604915,224760,56457
7928,0.24965379586721234,258518,64540
7929,0.2474974631818556,291704,72196
7930,0.24558774096654917,324267,79636
7931,0.24422856534421258,356887,87162
7932,0.24267572470760798,388605,94305
7933,0.24162200141472934,421282,101791
7934,0.2411080425140179,454062,109478
7935,0.24111164331042592,486451,117289
7936,0.24116813559583078,519426,125269
7937,0.24151358367435236,554710,133970
7938,0.2420253838943102,593132,143553
7939,0.2421291300509166,632014,153029
7940,0.24252970656096373,670054,162508
7941,0.2429473934312856,707079,171783
7942,0.2434488008521535,743528,181011
7943,0.24351779452869118,778863,189667
7944,0.2410779801214062,29982,7228
7945,0.2854031783402001,50970,14547
7946,0.3039534102363087,71432,21712
7947,0.31477908231677404,91731,28875
7948,0.3204523361485432,112129,35932
7949,0.3240216320298456,132951,43079
7950,0.30968706532595575,163197,50540
7951,0.2990706945199451,193155,57767
7952,0.29021539615832936,223913,64983
7953,0.28302294006388373,254838,72125
7954,0.2771118501662874,285650,79157
7955,0.2718312038063125,316737,86099
7956,0.26783933708496177,349004,93477
7957,0.265142902051188,381730,101213
7958,0.2681200292610117,406001,108857
7959,0.27192262152612195,429887,116896
7960,0.2707910464897136,461629,125005
7961,0.26937502778687167,494838,133297
7962,0.2683373667095213,528920,141929
7963,0.26740788977375435,562044,150295
7964,0.26649995714624225,595047,158580
7965,0.2656174835534175,627790,166752
7966,0.2649608374070911,660324,174960
7967,0.26445471050105807,691816,182954
7968,0.24884239410049735,29155,7255
7969,0.2856567689984902,49675,14190
7970,0.3000200366384245,69872,20963
7971,0.30523378615736935,89954,27457
7972,0.29019244027202085,117491,34095
7973,0.28107600961505536,146021,41043
7974,0.27432075632399283,176115,48312
7975,0.26868886252698315,205684,55265
7976,0.26152370676736797,233562,61082
7977,0.2530828969591338,259334,65633
7978,0.245752485163336,282577,69444
7979,0.2408424699687721,307097,73962
7980,0.23647912282979167,331247,78333
7981,0.23267342061483634,355249,82657
7982,0.22973175365163448,380583,87432
7983,0.22783907989481703,406910,92710
7984,0.22653445151153898,435351,98622
7985,0.22784263231966326,467542,106526
7986,0.22912060381440183,502936,115233
7987,0.23049212561909885,539090,124256
7988,0.23177343974377942,574505,133155
7989,0.23293174008250567,609655,142008
7990,0.23414370006966392,644523,150911
7991,0.23545768449360277,678262,159702
7992,0.2532382330182014,29723,7527
7993,0.29826666928994433,50827,15160
7994,0.3166228389190399,71492,22636
7995,0.3264580524507459,91972,30025
7996,0.3324480605420001,112583,37428
7997,0.31675179980641927,141543,44834
7998,0.3056810826885288,171499,52424
7999,0.3083789647690877,193580,59696
8000,0.2984800378301696,222045,66276
8001,0.2893042906395106,250895,72585
8002,0.2825785763767381,280046,79135
8003,0.27750794643406806,308629,85647
8004,0.27333962689845986,336852,92075
8005,0.2697026301078494,366715,98904
8006,0.2679229029284192,397006,106367
8007,0.2660894735119312,427702,113807
8008,0.2649096300295645,459334,121682
8009,0.26345929843216676,492782,129828
8010,0.26243809307776644,529020,138835
8011,0.26115200696320434,565257,147618
8012,0.2598888857459946,601003,156194
8013,0.25894154043500406,636132,164721
8014,0.25835461970096196,670617,173257
8015,0.2581116752999878,703862,181675
8016,0.25062919463087246,28608,7170
8017,0.25141292829388906,56620,14235
8018,0.25036237910795334,84166,21072
8019,0.25014573598916623,111503,27892
8020,0.249789029535865,138645,34632
8021,0.24939904932313978,165987,41397
8022,0.24832493877362413,194769,48366
8023,0.24713785726433757,223434,55219
8024,0.24484015692745872,252091,61722
8025,0.24289534676412908,280450,68120
8026,0.24022141538421604,308199,74036
8027,0.2387045550513551,336286,80273
8028,0.23774819314564608,363477,86416
8029,0.236170751481454,391001,92343
8030,0.23520967980777957,418686,98479
8031,0.23461641811097675,446580,104775
8032,0.23465404887297683,476787,111880
8033,0.23586133262153414,509507,120173
8034,0.23676035326520764,544973,129028
8035,0.23775761436614384,580810,138092
8036,0.23870856779402508,616308,147118
8037,0.23982977495672245,651608,156275
8038,0.24366999837597625,677330,165045
8039,0.2471160367733809,701812,173429
8040,0.35135656112958413,20751,7291
8041,0.3519580334268635,40985,14425
8042,0.3508173045362043,60932,21376
8043,0.3258324185876326,87456,28496
8044,0.3127298333463735,115029,35973
8045,0.3045471569865028,144178,43909
8046,0.29755323505323505,175824,52317
8047,0.2938339137140695,208771,61344
8048,0.2890588347636189,240861,69623
8049,0.28374444783819885,271741,77105
8050,0.2780225256653045,300990,83682
8051,0.27304002766805613,329622,90000
8052,0.2687681656652887,358506,96355
8053,0.2689793104888824,382996,103018
8054,0.26598313261173556,413342,109942
8055,0.26483769407122815,444038,117598
8056,0.2644978487164602,477157,126207
8057,0.2642278566559434,511971,135277
8058,0.2648329107795798,549437,145509
8059,0.2650111798959266,587662,155737
8060,0.26509808313866046,624980,165681
8061,0.26518071742778104,661530,175425
8062,0.2652087954341332,696998,184850
8063,0.2652599014471109,731181,193953
8064,0.34862726849697534,21490,7492
8065,0.30089442548809786,49529,14903
8066,0.28834571305920154,76873,22166
8067,0.30162917469575345,97043,29271
8068,0.29250224964648414,124464,36406
8069,0.2863393733705228,153807,44041
8070,0.28271171142129525,186126,52620
8071,0.2800679809653297,220650,61797
8072,0.2773371983864189,254589,70607
8073,0.2742512099113716,287831,78938
8074,0.27153167952878127,320191,86942
8075,0.2699852555561553,351997,95034
8076,0.26854621831220815,383744,103053
8077,0.26757762304276084,416339,111403
8078,0.26714582939285036,449395,120054
8079,0.26716535270138847,483270,129113
8080,0.26709004922304797,518050,138366
8081,0.2668646799136927,553835,147799
8082,0.26762694272490306,591566,158319
8083,0.2675951019008473,629877,168552
8084,0.26685255436018335,668504,178392
8085,0.2663968047288653,705793,188021
8086,0.266167387463393,742003,197497
8087,0.26581051080904283,776572,206421
8088,0.36439401073547417,21238,7739
8089,0.3077622801697999,49470,15225
8090,0.3226556779186469,69647,22472
8091,0.3310049797800876,89763,29712
8092,0.33566180134634377,110373,37048
8093,0.33815880983338875,132284,44733
8094,0.32321515004840273,165280,53421
8095,0.3131592227479627,200141,62676
8096,0.30558806071398287,235860,72076
8097,0.29993558716896407,271685,81488
8098,0.2952282278966138,307894,90899
8099,0.2918736981742439,343748,100331
8100,0.28880188271051216,379028,109464
8101,0.28635384090727695,413457,118395
8102,0.28425187185467043,448085,127369
8103,0.2822187558908644,482739,136238
8104,0.28082607267739507,517630,145364
8105,0.27976650464751807,553844,154947
8106,0.27918738054551373,592799,165502
8107,0.27805276091858777,632362,175830
8108,0.27720040741519514,670569,185882
8109,0.2763330109492916,708265,195717
8110,0.27559540269384314,744958,205307
8111,0.27506461356917017,779635,214450
8112,0.2582892265665016,29285,7564
8113,0.25905191091082413,57695,14946
8114,0.2597835137385512,85271,22152
8115,0.26014468281758235,112522,29272
8116,0.2623452169635792,140277,36801
8117,0.2622600528324039,170350,44676
8118,0.26214397957179336,203640,53383
8119,0.26171009334497347,238256,62354
8120,0.2602540486465136,270893,70501
8121,0.25808657775830074,301209,77738
8122,0.2558596708043303,330138,84469
8123,0.25387617957054853,358923,91122
8124,0.2522973649314531,387618,97795
8125,0.2510835593996829,416913,104680
8126,0.2504814286927033,447626,112122
8127,0.24996816875361363,479089,119757
8128,0.250116730909368,511861,128025
8129,0.25165404091256927,546238,137463
8130,0.2537149146945515,583257,147981
8131,0.2552557246188824,620609,158414
8132,0.2563257981857859,657585,168556
8133,0.2570941244601435,694166,178466
8134,0.2578856485034536,729680,188174
8135,0.2582918072140915,763977,197329
8136,0.2663622526636225,28251,7525
8137,0.2675679557614277,55698,14903
8138,0.2685558583106267,82575,22176
8139,0.26874336153536243,109212,29350
8140,0.2686890335650272,136243,36607
8141,0.26731895400346894,165469,44233
8142,0.2663671048769874,197622,52640
8143,0.2660743896472748,230973,61456
8144,0.26358316229599504,262126,69092
8145,0.26070483191836624,291644,76033
8146,0.2576239288985592,319881,82409
8147,0.25508446257374634,347136,88549
8148,0.2528927779199727,375072,94853
8149,0.2515528257472356,404424,101734
8150,0.25087775295244175,435487,109254
8151,0.2505515217717235,466890,116980
8152,0.25046514698644773,499842,125193
8153,0.25110488919312696,534669,134258
8154,0.2526079682236096,571997,144491
8155,0.25348535805102124,609550,154512
8156,0.2539809976394007,646446,164185
8157,0.25432988935297135,682350,173542
8158,0.2542234438769821,717424,182386
8159,0.2542461249537814,751862,191158
8160,0.3551127082652728,21427,7609
8161,0.35211936894126594,42088,14820
8162,0.3532930300994786,62526,22090
8163,0.35382214533709155,82663,29248
8164,0.3540903303560147,102889,36432
8165,0.33396908710843926,131078,43776
8166,0.31935940883871006,160227,51170
8167,0.308889122659373,190120,58726
8168,0.30118672824104736,220438,66393
8169,0.294863978513905,250953,73997
8170,0.28970352051620973,281436,81533
8171,0.28483140115384986,311479,88719
8172,0.28033073713653733,341782,95812
8173,0.2822785849134039,365490,103170
8174,0.2847423660444741,389215,110826
8175,0.2875637077871658,413411,118882
8176,0.29050563824782716,437902,127213
8177,0.28757953677780607,471480,135588
8178,0.2861320394314498,507818,145303
8179,0.28378264145395743,544170,154426
8180,0.2819305402767768,579962,163509
8181,0.2802616041716139,614822,172311
8182,0.2785632485970188,648797,180731
8183,0.2773760951758001,681854,189130
8184,0.26162913070932436,28506,7458
8185,0.25874448206782846,56407,14595
8186,0.25741853919183244,83844,21583
8187,0.25690772257214534,110818,28470
8188,0.2562517274988726,137482,35230
