hour_ending,cooling,poolpump,plugload,other,total,,,,,,
3593,3141.021283,288.235584,1728.245368,4032.572525,9190.074759,,,,,,
3594,2998.982545,201.356064,1764.973313,4118.271063,9083.582985,,,,,,
3595,2469.427831,153.3168,1778.209535,4149.155582,8550.109748,,,,,,
3596,1627.332839,140.029344,2161.130707,5042.638316,8971.131206,,,,,,
3597,557.181493,112.43232,2113.748989,4932.080973,7715.443775,,,,,,
3598,81.52657481,80.746848,2336.901912,5452.771127,7951.946462,,,,,,
3599,14.58288216,56.21616,1578.518949,3683.21088,5332.528871,,,,,,
3600,0,62.348832,1698.576616,3963.345437,5724.270885,,,,,,
3601,0,66.43728,1207.398302,2817.262704,4091.098285,,,,,,
3602,0,51.1056,928.992222,2167.648518,3147.74634,,,,,,
3603,0,64.393056,836.9003783,1952.767549,2854.060984,,,,,,
3604,0,73.592064,777.1326467,1813.309509,2664.03422,,,,,,
3605,0,72.569952,899.331713,2098.440664,3070.342329,,,,,,
3606,0,97.10064,826.0456418,1927.439831,2850.586113,,,,,,
3607,0,178.8696,988.4025829,2306.272693,3473.544876,,,,,,
3608,0,234.063648,1281.374801,2989.874536,4505.312985,,,,,,
3609,252.9991959,286.19136,1115.329517,2602.435539,4256.955612,,,,,,
3610,373.2915529,393.51312,1102.927443,2573.497366,4443.229482,,,,,,
3611,76.83859104,474.259968,1186.528843,2768.5673,4506.194702,,,,,,
3612,309.1631067,513.100224,1129.346003,2635.140674,4586.750008,,,,,,
3613,817.2935082,477.326304,846.1119128,1974.26113,4114.992855,,,,,,
3614,1591.009562,458.928288,1066.103761,2487.575443,5603.617054,,,,,,
3615,4520.66479,414.977472,892.0181892,2081.375775,7909.036226,,,,,,
3616,6189.582257,346.495968,1211.175943,2826.0772,10573.33137,,,,,,
3617,3720.336291,288.235584,1674.089339,3906.208459,9588.869673,,,,,,
3618,7181.950482,201.356064,1684.652638,3930.856155,12998.81534,,,,,,
3619,4125.041306,153.3168,2064.322707,4816.752983,11159.4338,,,,,,
3620,3462.603474,140.029344,1957.974487,4568.607137,10129.21444,,,,,,
3621,1946.400879,112.43232,2236.981431,5219.623339,9515.43797,,,,,,
3622,3030.452555,80.746848,1928.807535,4500.550915,9540.557853,,,,,,
3623,427.1846338,56.21616,1791.372339,4179.868791,6454.641924,,,,,,
3624,188.882514,62.348832,1529.611135,3569.092647,5349.935128,,,,,,
3625,201.2594237,66.43728,1344.867437,3138.024019,4750.58816,,,,,,
3626,120.0286774,51.1056,1101.530031,2570.236738,3842.901047,,,,,,
3627,79.42568038,64.393056,993.3452082,2317.805486,3454.96943,,,,,,
3628,45.00950292,73.592064,1016.148377,2371.012881,3505.762825,,,,,,
3629,24.66281975,72.569952,1055.151981,2462.021288,3614.406041,,,,,,
3630,10.03781993,97.10064,847.2473911,1976.910579,2931.29643,,,,,,
3631,0,178.8696,831.6596312,1940.53914,2951.068371,,,,,,
3632,33.6395559,234.063648,960.0042138,2240.009832,3467.71725,,,,,,
3633,202.559608,286.19136,1030.238254,2403.889259,3922.878481,,,,,,
3634,530.3714994,393.51312,1184.799694,2764.532619,4873.216932,,,,,,
3635,1133.779571,474.259968,957.4011629,2233.936047,4799.376749,,,,,,
3636,2148.218201,513.100224,962.9316496,2246.840516,5871.09059,,,,,,
3637,2522.339382,477.326304,830.1502065,1937.017148,5766.833041,,,,,,
3638,3476.211271,458.928288,1175.991732,2743.980708,7855.112,,,,,,
3639,3536.490895,414.977472,1455.469559,3396.095637,8803.033563,,,,,,
3640,3763.769515,346.495968,1663.283948,3880.995878,9654.545309,,,,,,
3641,3738.360237,288.235584,1753.532853,4091.576658,9871.705332,,,,,,
3642,3877.475179,201.356064,2566.866697,5989.355626,12635.05357,,,,,,
3643,3615.49717,153.3168,2658.345789,6202.80684,12629.9666,,,,,,
3644,3572.990973,140.029344,2716.091845,6337.547638,12766.6598,,,,,,
3645,1982.533472,112.43232,3243.061984,7567.144629,12905.17241,,,,,,
3646,988.2330468,80.746848,3687.673104,8604.570575,13361.22357,,,,,,
3647,748.831918,56.21616,2214.780587,5167.821371,8187.650036,,,,,,
3648,564.221108,62.348832,1772.158164,4135.035717,6533.763821,,,,,,
3649,412.7158809,66.43728,1443.756771,3368.765799,5291.675731,,,,,,
3650,273.574439,51.1056,1253.842304,2925.632043,4504.154387,,,,,,
3651,187.0647767,64.393056,1026.462257,2395.0786,3672.99869,,,,,,
3652,119.5951185,73.592064,972.2543021,2268.593371,3434.034856,,,,,,
3653,117.8288629,72.569952,1035.415813,2415.97023,3641.784858,,,,,,
3654,76.1016308,97.10064,929.6773753,2169.247209,3272.126855,,,,,,
3655,77.83461118,178.8696,1020.791483,2381.846794,3659.342488,,,,,,
3656,130.6270461,234.063648,960.7323534,2241.708825,3567.131872,,,,,,
3657,289.0832018,286.19136,976.1134813,2277.598123,3828.986166,,,,,,
3658,592.2901961,393.51312,1048.168426,2445.726326,4479.698068,,,,,,
3659,1401.416774,474.259968,956.3855075,2231.566184,5063.628433,,,,,,
3660,2071.174871,513.100224,1201.933711,2804.511993,6590.7208,,,,,,
3661,2782.922231,477.326304,1123.262767,2620.946456,7004.457757,,,,,,
3662,3731.394876,458.928288,920.2833555,2147.32783,7257.934349,,,,,,
3663,4250.73066,414.977472,741.7628711,1730.780033,7138.251036,,,,,,
3664,5090.76573,346.495968,1164.739756,2717.726098,9319.727553,,,,,,
3665,4799.322717,288.235584,1233.841386,2878.963233,9200.36292,,,,,,
3666,4842.712537,201.356064,1550.491936,3617.814518,10212.37506,,,,,,
3667,4356.195033,153.3168,1818.810367,4243.890857,10572.21306,,,,,,
3668,3074.940881,140.029344,2175.161278,5075.376316,10465.50782,,,,,,
3669,1754.766167,112.43232,1917.893332,4475.084441,8260.176259,,,,,,
3670,822.0215214,80.746848,2092.470499,4882.431164,7877.670032,,,,,,
3671,551.6547598,56.21616,1614.419882,3766.979725,5989.270526,,,,,,
3672,471.9120655,62.348832,1540.917741,3595.474728,5670.653366,,,,,,
3673,375.1007947,66.43728,1235.371171,2882.532731,4559.441976,,,,,,
3674,194.7481996,51.1056,951.4882349,2220.139215,3417.481249,,,,,,
3675,150.0942473,64.393056,864.8756081,2018.043086,3097.405997,,,,,,
3676,76.35540804,73.592064,802.242367,1871.898856,2824.088695,,,,,,
3677,27.44912243,72.569952,1028.496195,2399.824454,3528.339723,,,,,,
3678,44.99990892,97.10064,930.654368,2171.526859,3244.281776,,,,,,
3679,11.89080536,178.8696,1152.94528,2690.205654,4033.91134,,,,,,
3680,49.8428649,234.063648,945.7677276,2206.791364,3436.465605,,,,,,
3681,196.9349836,286.19136,935.376578,2182.545349,3601.04827,,,,,,
3682,659.8093466,393.51312,1137.327448,2653.764046,4844.41396,,,,,,
3683,1201.022922,474.259968,992.8949037,2316.754775,4984.932569,,,,,,
3684,2557.079746,513.100224,742.9546436,1733.560835,5546.695449,,,,,,
3685,3545.360972,477.326304,621.5461059,1450.274247,6094.507629,,,,,,
3686,4520.729426,458.928288,861.0476188,2009.11111,7849.816444,,,,,,
3687,5662.117978,414.977472,902.8965359,2106.758584,9086.750569,,,,,,
3688,6231.739181,346.495968,898.8897128,2097.40933,9574.534192,,,,,,
3689,6794.82316,288.235584,810.6420607,1891.498142,9785.198946,,,,,,
3690,7115.463275,201.356064,966.1215086,2254.28352,10537.22437,,,,,,
3691,7396.141156,153.3168,2249.612423,5249.095654,15048.16603,,,,,,
3692,6566.101765,140.029344,2016.08217,4704.19173,13426.40501,,,,,,
3693,3676.281323,112.43232,2340.074014,5460.172699,11588.96036,,,,,,
3694,1771.897342,80.746848,2352.137805,5488.321545,9693.10354,,,,,,
3695,969.5694578,56.21616,1801.212871,4202.830032,7029.82852,,,,,,
3696,808.9392022,62.348832,1356.599116,3165.397937,5393.285087,,,,,,
3697,630.2484883,66.43728,1103.413966,2574.632588,4374.732323,,,,,,
3698,562.0976506,51.1056,918.4436688,2143.035227,3674.682147,,,,,,
3699,287.3011559,64.393056,936.9565199,2186.23188,3474.882612,,,,,,
3700,183.3906384,73.592064,974.3592762,2273.504978,3504.846956,,,,,,
3701,149.174768,72.569952,955.9821829,2230.625093,3408.351996,,,,,,
3702,144.6034691,97.10064,820.5513167,1914.619739,2976.875165,,,,,,
3703,115.4496973,178.8696,1119.123501,2611.288168,4024.730966,,,,,,
3704,204.7535087,234.063648,1066.783779,2489.16215,3994.763085,,,,,,
3705,523.9615609,286.19136,1072.936196,2503.517791,4386.606908,,,,,,
3706,916.0743194,393.51312,707.5676442,1650.99117,3668.146253,,,,,,
3707,1999.526362,474.259968,733.8655345,1712.352914,4920.004779,,,,,,
3708,2625.188096,513.100224,676.0773623,1577.513845,5391.879527,,,,,,
3709,3351.827395,477.326304,859.9820569,2006.624799,6695.760555,,,,,,
3710,4212.639826,458.928288,732.0172743,1708.040307,7111.625695,,,,,,
3711,4488.425977,414.977472,591.3990686,1379.93116,6874.733677,,,,,,
3712,4491.703967,346.495968,1126.865979,2629.35395,8594.419864,,,,,,
3713,4793.124151,288.235584,1004.245166,2343.238721,8428.843622,,,,,,
3714,4140.946981,201.356064,1494.27953,3486.652236,9323.23481,,,,,,
3715,3502.759193,153.3168,2041.547044,4763.60977,10461.23281,,,,,,
3716,3016.413856,140.029344,2515.742606,5870.066079,11542.25188,,,,,,
3717,1778.155524,112.43232,3124.451433,7290.386677,12305.42595,,,,,,
3718,642.393848,80.746848,2995.34701,6989.143024,10707.63073,,,,,,
3719,305.2217713,56.21616,1999.20818,4664.819087,7025.465198,,,,,,
3720,174.1159388,62.348832,1772.284336,4135.330118,6144.079225,,,,,,
3721,56.75153948,66.43728,1734.463577,4047.081681,5904.734078,,,,,,
3722,48.79203366,51.1056,1383.062625,3227.146124,4710.106382,,,,,,
3723,29.20836168,64.393056,1199.390505,2798.577846,4091.569769,,,,,,
3724,0,73.592064,1051.656259,2453.864605,3579.112929,,,,,,
3725,0,72.569952,1118.334535,2609.447249,3800.351736,,,,,,
3726,0,97.10064,950.7080845,2218.318864,3266.127588,,,,,,
3727,0,178.8696,1115.045005,2601.771679,3895.686284,,,,,,
3728,14.64994423,234.063648,1165.910752,2720.458421,4135.082765,,,,,,
3729,58.85485811,286.19136,1102.924423,2573.49032,4021.46096,,,,,,
3730,316.5318788,393.51312,1075.502127,2509.504962,4295.052088,,,,,,
3731,732.1649794,474.259968,997.8737755,2328.372143,4532.670866,,,,,,
3732,1078.967862,513.100224,1060.46089,2474.408744,5126.93772,,,,,,
3733,2222.620213,477.326304,947.1521832,2210.021761,5857.120461,,,,,,
3734,3524.660747,458.928288,1107.865033,2585.018411,7676.472479,,,,,,
3735,3920.946081,414.977472,1041.08691,2429.202791,7806.213254,,,,,,
3736,4488.597335,346.495968,1468.08347,3425.528097,9728.70487,,,,,,
3737,5255.670922,288.235584,2042.89379,4766.752176,12353.55247,,,,,,
3738,5095.216736,201.356064,2749.461012,6415.409028,14461.44284,,,,,,
3739,4151.29742,153.3168,2799.786363,6532.834847,13637.23543,,,,,,
3740,3412.246487,140.029344,3181.492999,7423.483664,14157.25249,,,,,,
3741,2097.463362,112.43232,2673.150787,6237.351836,11120.39831,,,,,,
3742,1173.682715,80.746848,2502.689475,5839.608776,9596.727814,,,,,,
3743,555.9874971,56.21616,2770.351281,6464.152989,9846.707927,,,,,,
3744,371.1460161,62.348832,2119.006249,4944.347914,7496.849011,,,,,,
3745,163.6443376,66.43728,1575.741957,3676.731232,5482.554806,,,,,,
3746,51.57833634,51.1056,1349.340217,3148.460506,4600.484659,,,,,,
3747,48.07977526,64.393056,1045.919871,2440.479699,3598.872401,,,,,,
3748,26.37688404,73.592064,811.9389614,1894.524243,2806.432153,,,,,,
3749,8.868790852,72.569952,963.5925816,2248.38269,3293.414015,,,,,,
3750,0,97.10064,822.1504745,1918.351107,2837.602222,,,,,,
3751,0,178.8696,955.9244772,2230.490447,3365.284524,,,,,,
3752,14.64994423,234.063648,1047.251202,2443.586139,3739.550933,,,,,,
3753,90.20076322,286.19136,1011.357978,2359.835282,3747.585384,,,,,,
3754,322.7304444,393.51312,1112.869126,2596.694628,4425.807318,,,,,,
3755,732.1649794,474.259968,1164.241835,2716.564281,5087.231064,,,,,,
3756,1586.386848,513.100224,1021.812184,2384.228429,5505.527686,,,,,,
3757,2454.276422,477.326304,1097.581025,2561.022392,6590.206143,,,,,,
3758,3529.826219,458.928288,1148.141023,2678.995719,7815.891248,,,,,,
3759,4794.450757,414.977472,1215.842581,2836.966023,9262.236833,,,,,,
3760,5882.187914,346.495968,1487.613139,3471.097324,11187.39434,,,,,,
3761,5892.608106,288.235584,1696.022648,3957.386178,11834.25252,,,,,,
3762,5651.393777,201.356064,2049.195324,4781.455756,12683.40092,,,,,,
3763,4816.36678,153.3168,2165.192767,5052.116457,12186.9928,,,,,,
3764,4027.03874,140.029344,2378.701997,5550.30466,12096.07474,,,,,,
3765,2560.315493,112.43232,2532.018255,5908.042595,11112.80866,,,,,,
3766,1421.213746,80.746848,2262.219935,5278.513182,9042.693711,,,,,,
3767,867.5495035,56.21616,2067.16804,4823.392093,7814.325796,,,,,,
3768,562.6018611,62.348832,1779.849081,4152.981189,6557.780964,,,,,,
3769,375.1007947,66.43728,1269.371174,2961.866073,4672.775322,,,,,,
3770,267.9498146,51.1056,1039.746494,2426.075154,3784.877063,,,,,,
3771,150.0942473,64.393056,957.4308307,2234.005272,3405.923406,,,,,,
3772,45.00950292,73.592064,871.4737556,2033.438763,3023.514086,,,,,,
3773,24.66281975,72.569952,913.5996503,2131.732517,3142.564939,,,,,,
3774,10.03781993,97.10064,887.2576807,2070.267922,3064.664062,,,,,,
3775,27.79660437,178.8696,881.4460847,2056.707531,3144.81982,,,,,,
3776,30.85325322,234.063648,1014.571491,2367.333478,3646.82187,,,,,,
3777,58.85485811,286.19136,903.7524314,2108.755673,3357.554323,,,,,,
3778,452.6076818,393.51312,1242.812097,2899.894892,4988.827791,,,,,,
3779,840.1857706,474.259968,1110.19058,2590.444686,5015.081004,,,,,,
3780,1590.708559,513.100224,1103.691418,2575.279976,5782.780177,,,,,,
3781,2942.363697,477.326304,1299.458591,3032.070046,7751.218639,,,,,,
3782,3541.190256,458.928288,1312.804246,3063.209907,8376.132696,,,,,,
3783,4536.537352,414.977472,1399.028987,3264.40097,9614.944782,,,,,,
3784,5090.76573,346.495968,1461.730684,3410.704929,10309.69731,,,,,,
3785,5398.998044,288.235584,2107.885638,4918.399822,12713.51909,,,,,,
3786,5106.580773,201.356064,2308.182754,5385.759759,13001.87935,,,,,,
3787,4638.559291,153.3168,2711.032414,6325.742299,13828.6508,,,,,,
3788,3643.300543,140.029344,2359.5722,5505.668466,11648.57055,,,,,,
3789,2108.827399,112.43232,2778.256019,6482.597377,11482.11312,,,,,,
3790,1178.848186,80.746848,2532.026955,5908.062896,9699.684885,,,,,,
3791,524.641592,56.21616,2430.356971,5670.832933,8682.047657,,,,,,
3792,371.1460161,62.348832,2367.77111,5524.799257,8326.065215,,,,,,
3793,94.52498597,66.43728,1741.428286,4063.332667,5965.723218,,,,,,
3794,48.79203366,51.1056,1541.96499,3597.91831,5239.780934,,,,,,
3795,29.20836168,64.393056,1149.425272,2681.992302,3925.018992,,,,,,
3796,10.53056784,73.592064,949.6904778,2215.944448,3249.757558,,,,,,
3797,0,72.569952,879.4491052,2052.047912,3004.066969,,,,,,
3798,0,97.10064,792.6032865,1849.407669,2739.111595,,,,,,
3799,0,178.8696,699.5312448,1632.239571,2510.640416,,,,,,
3800,0,234.063648,796.1033299,1857.574437,2887.741414,,,,,,
3801,18.19809377,286.19136,779.5980763,1819.062178,2903.049708,,,,,,
3802,140.8265985,393.51312,787.0678216,1836.491584,3157.899124,,,,,,
3803,398.6041851,474.259968,1002.749758,2339.749435,4215.363346,,,,,,
3804,614.44752,513.100224,1092.18974,2548.442727,4768.180211,,,,,,
3805,762.2043503,477.326304,1238.274916,2889.308138,5367.113709,,,,,,
3806,1020.445787,458.928288,1381.465598,3223.41973,6084.259403,,,,,,
3807,1661.876306,414.977472,1330.057453,3103.467389,6510.37862,,,,,,
3808,2215.516606,346.495968,1358.899753,3170.76609,7091.678417,,,,,,
3809,2571.131835,288.235584,1449.761837,3382.77762,7691.906876,,,,,,
3810,2739.202504,201.356064,1886.896577,4402.75868,9230.213825,,,,,,
3811,2694.101062,153.3168,2098.490149,4896.477014,9842.385025,,,,,,
3812,2258.51669,140.029344,2725.241663,6358.897213,11482.68491,,,,,,
3813,1428.101569,112.43232,3546.035484,8274.082796,13360.65217,,,,,,
3814,634.8432888,80.746848,3982.052324,9291.455423,13989.09788,,,,,,
3815,411.2380578,56.21616,3342.239732,7798.559375,11608.25333,,,,,,
3816,173.3261699,62.348832,2723.875156,6355.708698,9315.258857,,,,,,
3817,94.52498597,66.43728,2056.398484,4798.263129,7015.623878,,,,,,
3818,31.95474053,51.1056,1478.154926,3449.028161,5010.243427,,,,,,
3819,13.12325078,64.393056,1165.702306,2719.972046,3963.190658,,,,,,
3820,0,73.592064,1045.647149,2439.843347,3559.08256,,,,,,
3821,0,72.569952,1153.151546,2690.68694,3916.408437,,,,,,
3822,0,97.10064,1132.14559,2641.673043,3870.919273,,,,,,
3823,0,178.8696,1323.712693,3088.66295,4591.245243,,,,,,
3824,14.64994423,234.063648,1093.536298,2551.584695,3893.834586,,,,,,
3825,34.8714129,286.19136,1124.509676,2623.85591,4069.428359,,,,,,
3826,172.5756522,393.51312,1252.324063,2922.08948,4740.502315,,,,,,
3827,500.6315686,474.259968,1092.0846,2548.1974,4615.173536,,,,,,
3828,1407.459843,513.100224,1768.915854,4127.470327,7816.946248,,,,,,
3829,1872.611259,477.326304,2208.133249,5152.310915,9710.381728,,,,,,
3830,2554.688556,458.928288,2061.093477,4809.218112,9883.928433,,,,,,
3831,3136.223189,414.977472,1896.247658,4424.577869,9872.026189,,,,,,
3832,3522.764699,346.495968,1999.681647,4665.923843,10534.86616,,,,,,
3833,4020.07963,288.235584,2509.969007,5856.594349,12674.87857,,,,,,
3834,4031.751174,201.356064,2669.610197,6229.09046,13131.80789,,,,,,
3835,3403.59757,153.3168,2396.955166,5592.895387,11546.76492,,,,,,
3836,2684.635993,140.029344,3005.794223,7013.519854,12843.97941,,,,,,
3837,1855.747068,112.43232,2872.881235,6703.389549,11544.45017,,,,,,
3838,904.1123638,80.746848,3632.602731,8476.073039,13093.53498,,,,,,
3839,455.6806007,56.21616,3194.435666,7453.68322,11160.01565,,,,,,
3840,299.3987222,62.348832,2375.289163,5542.34138,8279.378097,,,,,,
3841,91.73868329,66.43728,1920.032837,4480.076619,6558.285418,,,,,,
3842,48.79203366,51.1056,1407.73214,3284.708327,4792.338101,,,,,,
3843,29.20836168,64.393056,1616.453935,3771.725849,5481.781202,,,,,,
3844,0,73.592064,1229.769623,2869.462453,4172.82414,,,,,,
3845,0,72.569952,1073.661294,2505.209686,3651.440933,,,,,,
3846,0,97.10064,1192.641563,2782.830313,4072.572516,,,,,,
3847,0,178.8696,1450.378311,3384.216059,5013.46397,,,,,,
3848,0,234.063648,1141.071614,2662.500433,4037.635695,,,,,,
3849,18.19809377,286.19136,976.3147075,2278.067651,3558.771812,,,,,,
3850,71.86560726,393.51312,859.1688202,2004.727247,3329.274794,,,,,,
3851,349.8175833,474.259968,813.5084817,1898.186457,3535.77249,,,,,,
3852,608.2489544,513.100224,1347.546223,3144.274521,5613.169922,,,,,,
3853,1160.487043,477.326304,1229.758942,2869.437532,5737.009821,,,,,,
3854,1764.929856,458.928288,1052.756228,2456.431198,5733.04557,,,,,,
3855,2312.791032,414.977472,1596.353588,3724.825039,8048.947131,,,,,,
3856,2846.894702,346.495968,1650.836709,3851.95232,8696.179699,,,,,,
3857,2625.708526,288.235584,1936.522211,4518.551826,9369.018147,,,,,,
3858,2635.103263,201.356064,1972.613662,4602.765212,9411.838202,,,,,,
3859,1896.474805,153.3168,2668.968835,6227.593948,10946.35439,,,,,,
3860,1671.6661,140.029344,2698.275538,6295.976256,10805.94724,,,,,,
3861,593.0713469,112.43232,3056.494173,7131.819737,10893.81758,,,,,,
3862,347.6672934,80.746848,3104.748203,7244.412474,10777.57482,,,,,,
3863,133.339987,56.21616,2466.640133,5755.493645,8411.689925,,,,,,
3864,101.578876,62.348832,1940.958285,4528.902665,6633.788658,,,,,,
3865,33.94300138,66.43728,1537.196044,3586.79077,5224.367096,,,,,,
3866,31.95474053,51.1056,1205.523696,2812.888623,4101.47266,,,,,,
3867,13.12325078,64.393056,1117.158469,2606.703094,3801.37787,,,,,,
3868,10.53056784,73.592064,940.676483,2194.911794,3219.710909,,,,,,
3869,0,72.569952,963.7793826,2248.818559,3285.167894,,,,,,
3870,0,97.10064,960.5382589,2241.255938,3298.894836,,,,,,
3871,0,178.8696,1079.552842,2518.95663,3777.379072,,,,,,
3872,0,234.063648,1175.2362,2742.217799,4151.517647,,,,,,
3873,18.19809377,286.19136,1105.384328,2579.230099,3989.003881,,,,,,
3874,65.58995519,393.51312,995.86079,2323.675177,3778.639042,,,,,,
3875,268.6335277,474.259968,940.6352687,2194.815627,3878.344391,,,,,,
3876,427.6917618,513.100224,775.2888323,1809.007275,3525.088093,,,,,,
3877,774.2669675,477.326304,1010.254799,2357.261197,4619.109267,,,,,,
3878,1048.875344,458.928288,833.0556602,1943.79654,4284.655832,,,,,,
3879,1710.658664,414.977472,996.9398392,2326.192958,5448.768933,,,,,,
3880,1877.904784,346.495968,1314.895399,3068.089265,6607.385416,,,,,,
3881,2116.773803,288.235584,1417.281907,3306.991117,7129.282412,,,,,,
3882,2100.838418,201.356064,1911.469864,4460.096349,8673.760695,,,,,,
3883,1858.284522,153.3168,2428.732222,5667.041851,10107.37539,,,,,,
3884,1444.128305,140.029344,2276.999763,5312.999447,9174.156859,,,,,,
3885,581.8498106,112.43232,2304.782062,5377.824812,8376.889005,,,,,,
3886,155.0854348,80.746848,2129.368117,4968.525606,7333.726006,,,,,,
3887,60.90703596,56.21616,2085.360236,4865.84055,7068.323981,,,,,,
3888,37.72927404,62.348832,1478.929176,3450.834743,5029.842025,,,,,,
3889,17.26968226,66.43728,1082.621093,2526.115885,3692.44394,,,,,,
3890,0,51.1056,904.6380938,2110.822219,3066.565913,,,,,,
3891,0,64.393056,887.7896128,2071.509096,3023.691765,,,,,,
3892,0,73.592064,892.6947708,2082.954465,3049.2413,,,,,,
3893,0,72.569952,1021.103281,2382.574321,3476.247554,,,,,,
3894,0,97.10064,867.391571,2023.913666,2988.405877,,,,,,
3895,0,178.8696,913.4158732,2131.303704,3223.589177,,,,,,
3896,0,234.063648,990.3216175,2310.750441,3535.135706,,,,,,
3897,20.98439645,286.19136,974.0753475,2272.842478,3554.093582,,,,,,
3898,135.0100995,393.51312,866.0308746,2020.738707,3415.292801,,,,,,
3899,200.5447484,474.259968,924.9097107,2158.122658,3757.837085,,,,,,
3900,311.4116037,513.100224,863.9400543,2015.860127,3704.312009,,,,,,
3901,478.6721662,477.326304,775.9529683,1810.556926,3542.508364,,,,,,
3902,746.5565566,458.928288,802.6591986,1872.871463,3881.015507,,,,,,
3903,739.6933882,414.977472,1020.99133,2382.313104,4557.975295,,,,,,
3904,887.929475,346.495968,1264.438609,2950.356754,5449.220806,,,,,,
3905,845.9627908,288.235584,1073.327023,2504.429721,4711.95512,,,,,,
3906,711.6875238,201.356064,1183.458599,2761.403397,4857.905583,,,,,,
3907,716.4246712,153.3168,1217.71021,2841.323824,4928.775506,,,,,,
3908,575.4518776,140.029344,1828.604307,4266.743384,6810.828912,,,,,,
3909,339.7065318,112.43232,1814.03146,4232.740073,6498.910385,,,,,,
3910,119.1039565,80.746848,1956.867718,4566.024675,6722.743197,,,,,,
3911,70.90649494,56.21616,1628.07797,3798.848598,5554.049223,,,,,,
3912,20.77724917,62.348832,1211.855206,2827.662147,4122.643434,,,,,,
3913,0.596363128,66.43728,1015.481327,2369.456431,3451.971401,,,,,,
3914,0,51.1056,926.6966073,2162.292084,3140.094291,,,,,,
3915,0,64.393056,833.1988852,1944.130732,2841.722673,,,,,,
3916,0,73.592064,809.9525518,1889.889288,2773.433903,,,,,,
3917,0,72.569952,875.4054633,2042.612748,2990.588163,,,,,,
3918,0,97.10064,868.5700056,2026.663346,2992.333992,,,,,,
3919,0,178.8696,1017.777833,2374.814944,3571.462378,,,,,,
3920,0,234.063648,980.6129477,2288.096878,3502.773474,,,,,,
3921,0,286.19136,1037.183797,2420.095526,3743.470683,,,,,,
3922,109.9398464,393.51312,891.9939074,2081.319117,3476.765991,,,,,,
3923,292.4017555,474.259968,807.9454549,1885.206062,3459.81324,,,,,,
3924,392.3566093,513.100224,875.3253978,2042.425928,3823.208159,,,,,,
3925,501.4002401,477.326304,612.4162469,1428.971243,3020.114034,,,,,,
3926,715.7917103,458.928288,653.3576621,1524.501212,3352.578872,,,,,,
3927,805.5852961,414.977472,805.4218891,1879.317741,3905.302398,,,,,,
3928,760.1217557,346.495968,1522.90138,3553.436553,6182.955656,,,,,,
3929,751.065163,288.235584,1619.574283,3779.006661,6437.881692,,,,,,
3930,903.0750496,201.356064,1613.414705,3764.634311,6482.480129,,,,,,
3931,742.0240461,153.3168,1770.867064,4132.02315,6798.23106,,,,,,
3932,524.8972177,140.029344,1660.280906,3873.98878,6199.196247,,,,,,
3933,308.3606267,112.43232,2065.0618,4818.477533,7304.33228,,,,,,
3934,119.1039565,80.746848,1985.143026,4632.000395,6816.994226,,,,,,
3935,60.90703596,56.21616,1721.001634,4015.670479,5853.795309,,,,,,
3936,20.77724917,62.348832,1735.298485,4049.029798,5867.454364,,,,,,
3937,0.596363128,66.43728,1596.748752,3725.747087,5389.529482,,,,,,
3938,0,51.1056,1197.926645,2795.162171,4044.194416,,,,,,
3939,0,64.393056,1038.728209,2423.699155,3526.820421,,,,,,
3940,0,73.592064,874.6391667,2040.824722,2989.055953,,,,,,
3941,0,72.569952,963.3197005,2247.745968,3283.63562,,,,,,
3942,0,97.10064,857.198616,2000.130104,2954.42936,,,,,,
3943,0,178.8696,810.9926977,1892.316295,2882.178592,,,,,,
3944,0,234.063648,917.3545109,2140.493859,3291.912018,,,,,,
3945,18.19809377,286.19136,1152.18316,2688.427373,4144.999987,,,,,,
3946,109.4806934,393.51312,1154.765838,2694.453621,4352.213272,,,,,,
3947,291.4787457,474.259968,1086.177112,2534.41326,4386.329086,,,,,,
3948,597.9849709,513.100224,792.4542298,1849.05987,3752.599294,,,,,,
3949,771.3938098,477.326304,1195.71327,2789.99763,5234.431013,,,,,,
3950,881.8094587,458.928288,1808.438517,4219.689874,7368.866138,,,,,,
3951,1041.476164,414.977472,1884.0147,4396.0343,7736.502636,,,,,,
3952,1034.010987,346.495968,1489.80217,3476.205064,6346.514189,,,,,,
3953,1223.828926,288.235584,1708.759943,3987.106533,7207.930986,,,,,,
3954,1331.350189,201.356064,1647.018965,3843.044251,7022.769468,,,,,,
3955,1062.2757,153.3168,1819.304634,4245.044146,7279.94128,,,,,,
3956,960.5247253,140.029344,1585.947917,3700.545139,6387.047126,,,,,,
3957,632.66198,112.43232,2193.150588,5117.351373,8055.596261,,,,,,
3958,385.1437884,80.746848,2254.56472,5260.651013,7981.106369,,,,,,
3959,279.5004905,56.21616,2054.22092,4793.182147,7183.119717,,,,,,
3960,71.86148184,62.348832,1759.382588,4105.22604,5998.818942,,,,,,
3961,51.40189005,66.43728,1192.509373,2782.521869,4092.870412,,,,,,
3962,18.36302744,51.1056,1149.537347,2682.25381,3901.259785,,,,,,
3963,0,64.393056,937.4345493,2187.347282,3189.174887,,,,,,
3964,0,73.592064,833.6572156,1945.20017,2852.449449,,,,,,
3965,0,72.569952,825.0571242,1925.13329,2822.760366,,,,,,
3966,0,97.10064,778.5154493,1816.536048,2692.152138,,,,,,
