i,cluster,kwh_ann_tot,customer_count,util,slap,sector,building_type,care,kwh_bin,kw_bin,poolpump_penetration,hvac_penetration,weather_station,bev_count,bev_work_count,phev_count,phev_work_count,battery_kwh_per_customer,cluster_oldname
1311,pge-res-PGFG-res_misc-noKW-nonCare-0.9_1.0,325390262.1,15147,pge,PGFG,res,res_misc,nonCare,0.9_1.0,noKW,0.09,0.891566265,724957,NA,NA,NA,NA,NA,pge-res-PGFG-res_misc-noKW-nonCare-0.9_1.0
1312,pge-res-PGHB-res_misc-noKW-Care-0.0_0.1,2047444.52,1691,pge,PGHB,res,res_misc,Care,0.0_0.1,noKW,0.09,0.3,725945,NA,NA,NA,NA,NA,pge-res-PGHB-res_misc-noKW-Care-0.0_0.1
1313,pge-res-PGHB-res_misc-noKW-Care-0.1_0.2,3492186.209,1690,pge,PGHB,res,res_misc,Care,0.1_0.2,noKW,0.09,0.375,725945,NA,NA,NA,NA,NA,pge-res-PGHB-res_misc-noKW-Care-0.1_0.2
1314,pge-res-PGHB-res_misc-noKW-Care-0.2_0.3,4543570.913,1690,pge,PGHB,res,res_misc,Care,0.2_0.3,noKW,0.09,0.333333333,725945,NA,NA,NA,NA,NA,pge-res-PGHB-res_misc-noKW-Care-0.2_0.3
1315,pge-res-PGHB-res_misc-noKW-Care-0.3_0.4,5597414.682,1690,pge,PGHB,res,res_misc,Care,0.3_0.4,noKW,0.09,0.363636364,725945,NA,NA,NA,NA,NA,pge-res-PGHB-res_misc-noKW-Care-0.3_0.4
1316,pge-res-PGHB-res_misc-noKW-Care-0.4_0.5,6688435.179,1690,pge,PGHB,res,res_misc,Care,0.4_0.5,noKW,0.09,0.071428571,725945,NA,NA,NA,NA,NA,pge-res-PGHB-res_misc-noKW-Care-0.4_0.5
1317,pge-res-PGHB-res_misc-noKW-Care-0.5_0.6,7962441.158,1691,pge,PGHB,res,res_misc,Care,0.5_0.6,noKW,0.09,0.031413613,725945,NA,NA,NA,NA,NA,pge-res-PGHB-res_misc-noKW-Care-0.5_0.6
1318,pge-res-PGHB-res_misc-noKW-Care-0.6_0.7,9402499.922,1689,pge,PGHB,res,res_misc,Care,0.6_0.7,noKW,0.09,0.00862069,725945,NA,NA,NA,NA,NA,pge-res-PGHB-res_misc-noKW-Care-0.6_0.7
1319,pge-res-PGHB-res_misc-noKW-Care-0.7_0.8,11337463.42,1690,pge,PGHB,res,res_misc,Care,0.7_0.8,noKW,0.09,0.538461538,725945,NA,NA,NA,NA,NA,pge-res-PGHB-res_misc-noKW-Care-0.7_0.8
1320,pge-res-PGHB-res_misc-noKW-Care-0.8_0.9,14201990.26,1690,pge,PGHB,res,res_misc,Care,0.8_0.9,noKW,0.09,0.823529412,725945,NA,NA,NA,NA,NA,pge-res-PGHB-res_misc-noKW-Care-0.8_0.9
1321,pge-res-PGHB-res_misc-noKW-Care-0.9_1.0,32307261.9,1691,pge,PGHB,res,res_misc,Care,0.9_1.0,noKW,0.09,0.642857143,725945,NA,NA,NA,NA,NA,pge-res-PGHB-res_misc-noKW-Care-0.9_1.0
1322,pge-res-PGHB-res_misc-noKW-nonCare-0.0_0.1,2569580.541,3857,pge,PGHB,res,res_misc,nonCare,0.0_0.1,noKW,0.09,0.142857143,725945,NA,NA,NA,NA,NA,pge-res-PGHB-res_misc-noKW-nonCare-0.0_0.1
1323,pge-res-PGHB-res_misc-noKW-nonCare-0.1_0.2,7385038.827,3855,pge,PGHB,res,res_misc,nonCare,0.1_0.2,noKW,0.09,0.230769231,725945,NA,NA,NA,NA,NA,pge-res-PGHB-res_misc-noKW-nonCare-0.1_0.2
1324,pge-res-PGHB-res_misc-noKW-nonCare-0.2_0.3,11007733.63,3851,pge,PGHB,res,res_misc,nonCare,0.2_0.3,noKW,0.09,0.322580645,725945,NA,NA,NA,NA,NA,pge-res-PGHB-res_misc-noKW-nonCare-0.2_0.3
1325,pge-res-PGHB-res_misc-noKW-nonCare-0.3_0.4,14200901.71,3855,pge,PGHB,res,res_misc,nonCare,0.3_0.4,noKW,0.09,0.47826087,725945,NA,NA,NA,NA,NA,pge-res-PGHB-res_misc-noKW-nonCare-0.3_0.4
1326,pge-res-PGHB-res_misc-noKW-nonCare-0.4_0.5,17394742.37,3855,pge,PGHB,res,res_misc,nonCare,0.4_0.5,noKW,0.09,0.425531915,725945,NA,NA,NA,NA,NA,pge-res-PGHB-res_misc-noKW-nonCare-0.4_0.5
1327,pge-res-PGHB-res_misc-noKW-nonCare-0.5_0.6,20702563.34,3853,pge,PGHB,res,res_misc,nonCare,0.5_0.6,noKW,0.09,0.29787234,725945,NA,NA,NA,NA,NA,pge-res-PGHB-res_misc-noKW-nonCare-0.5_0.6
1328,pge-res-PGHB-res_misc-noKW-nonCare-0.6_0.7,24668042.34,3853,pge,PGHB,res,res_misc,nonCare,0.6_0.7,noKW,0.09,0.19047619,725945,NA,NA,NA,NA,NA,pge-res-PGHB-res_misc-noKW-nonCare-0.6_0.7
1329,pge-res-PGHB-res_misc-noKW-nonCare-0.7_0.8,30281649.37,3855,pge,PGHB,res,res_misc,nonCare,0.7_0.8,noKW,0.09,0.523809524,725945,NA,NA,NA,NA,NA,pge-res-PGHB-res_misc-noKW-nonCare-0.7_0.8
1330,pge-res-PGHB-res_misc-noKW-nonCare-0.8_0.9,42614508.55,3853,pge,PGHB,res,res_misc,nonCare,0.8_0.9,noKW,0.09,0.6,725945,NA,NA,NA,NA,NA,pge-res-PGHB-res_misc-noKW-nonCare-0.8_0.9
1331,pge-res-PGHB-res_misc-noKW-nonCare-0.9_1.0,134550713.1,3855,pge,PGHB,res,res_misc,nonCare,0.9_1.0,noKW,0.09,0.2,725945,NA,NA,NA,NA,NA,pge-res-PGHB-res_misc-noKW-nonCare-0.9_1.0
1332,pge-res-PGLP-res_misc-noKW-Care-0.0_0.1,29596435.08,13859,pge,PGLP,res,res_misc,Care,0.0_0.1,noKW,0.09,0.287671233,723940,NA,NA,NA,NA,NA,pge-res-PGLP-res_misc-noKW-Care-0.0_0.1
1333,pge-res-PGLP-res_misc-noKW-Care-0.1_0.2,49340378.94,13858,pge,PGLP,res,res_misc,Care,0.1_0.2,noKW,0.09,0.658536585,723840,NA,NA,NA,NA,NA,pge-res-PGLP-res_misc-noKW-Care-0.1_0.2
1334,pge-res-PGLP-res_misc-noKW-Care-0.2_0.3,62772426.07,13857,pge,PGLP,res,res_misc,Care,0.2_0.3,noKW,0.09,0.588235294,723840,NA,NA,NA,NA,NA,pge-res-PGLP-res_misc-noKW-Care-0.2_0.3
1335,pge-res-PGLP-res_misc-noKW-Care-0.3_0.4,76002576.84,13859,pge,PGLP,res,res_misc,Care,0.3_0.4,noKW,0.09,0.704225352,723840,NA,NA,NA,NA,NA,pge-res-PGLP-res_misc-noKW-Care-0.3_0.4
1336,pge-res-PGLP-res_misc-noKW-Care-0.4_0.5,89932742.96,13859,pge,PGLP,res,res_misc,Care,0.4_0.5,noKW,0.09,0.853333333,723840,NA,NA,NA,NA,NA,pge-res-PGLP-res_misc-noKW-Care-0.4_0.5
1337,pge-res-PGLP-res_misc-noKW-Care-0.5_0.6,103481068.6,13858,pge,PGLP,res,res_misc,Care,0.5_0.6,noKW,0.09,0.848837209,723840,NA,NA,NA,NA,NA,pge-res-PGLP-res_misc-noKW-Care-0.5_0.6
1338,pge-res-PGLP-res_misc-noKW-Care-0.6_0.7,119563502.5,13858,pge,PGLP,res,res_misc,Care,0.6_0.7,noKW,0.09,0.974025974,723840,NA,NA,NA,NA,NA,pge-res-PGLP-res_misc-noKW-Care-0.6_0.7
1339,pge-res-PGLP-res_misc-noKW-Care-0.7_0.8,135700597,13857,pge,PGLP,res,res_misc,Care,0.7_0.8,noKW,0.09,0.95,723840,NA,NA,NA,NA,NA,pge-res-PGLP-res_misc-noKW-Care-0.7_0.8
1340,pge-res-PGLP-res_misc-noKW-Care-0.8_0.9,159147711.8,13856,pge,PGLP,res,res_misc,Care,0.8_0.9,noKW,0.09,0.978021978,723840,NA,NA,NA,NA,NA,pge-res-PGLP-res_misc-noKW-Care-0.8_0.9
1341,pge-res-PGLP-res_misc-noKW-Care-0.9_1.0,252540941.2,13856,pge,PGLP,res,res_misc,Care,0.9_1.0,noKW,0.09,0.985074627,723840,NA,NA,NA,NA,NA,pge-res-PGLP-res_misc-noKW-Care-0.9_1.0
1342,pge-res-PGLP-res_misc-noKW-nonCare-0.0_0.1,30735167.22,24254,pge,PGLP,res,res_misc,nonCare,0.0_0.1,noKW,0.09,0.171428571,722897,NA,NA,NA,NA,NA,pge-res-PGLP-res_misc-noKW-nonCare-0.0_0.1
1343,pge-res-PGLP-res_misc-noKW-nonCare-0.1_0.2,68312645.16,24266,pge,PGLP,res,res_misc,nonCare,0.1_0.2,noKW,0.09,0.330645161,722897,NA,NA,NA,NA,NA,pge-res-PGLP-res_misc-noKW-nonCare-0.1_0.2
1344,pge-res-PGLP-res_misc-noKW-nonCare-0.2_0.3,93818118.87,24247,pge,PGLP,res,res_misc,nonCare,0.2_0.3,noKW,0.09,0.348101266,722897,NA,NA,NA,NA,NA,pge-res-PGLP-res_misc-noKW-nonCare-0.2_0.3
