hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,,
6194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6200,2.568036,2.153689,2.240109,0,2.348607,0,0,0,0,0,0,0,0,0,0,2.167507,,
6201,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,,
6202,0,0,0,0.655181,0,0,0,0,0,0,0,0,0,0,0,0,,
6203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6204,0,0,0,0,0,3,3.018557,2.833863,2.670927,2.589456,0,2.833582,0,0,0,0,,
6205,0,0,0,0,0,0.013185,0,0,0,0,0,0,0,0,0,0,,
6206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6213,0,0,0,0,0,0,0,0,0,0,1.575,0,1.2,1.125,0,0,,
6214,0.675,0,0,0,0,0,0,0,0,0,1.183045,0,1.510373,1.570217,0,0,,
6215,1.447019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6216,0,0,0,0,1.875,0,0,0,0,0,0,0,0,0,0,0,,
6217,0,0,0,0,0.228899,0,0,0,0,0,0,0,0,0,0,0,,
6218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6222,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0.075,,
6223,0,2.526418,0.562968,0,0,0,0,0,0,0,0,0,0,0,0,2.494838,,
6224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6229,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,,
6230,0,0,0,1.559408,0,0,0,0,0,0,0,0,0,0,0,0,,
6231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6248,0.525,0.225,0.3,0.15,0.45,0.525,0.525,0.45,0.375,0.3,0,0.45,0,0,0.225,0.225,,
6249,3.924057,3.019433,3.136333,2.896255,3.512973,3.58016,3.625017,3.413846,3.359821,3.32074,2.961386,3.404151,2.874879,2.878629,3.039154,2.894261,,
6250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6261,2.148233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6267,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,,
6268,2.184288,3.558476,3.73864,3.368412,3.838645,3.327785,3.356853,3.156245,3.025453,2.913141,2.741414,3.109218,0,0,0,3.682452,,
6269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6272,0,0,0,0,0,0,0,0,0,0,0,0,0,2.175,0,0,,
6273,0,0,0,0,0,0,0,0,0,0,0,0,2.899665,0.646272,0,0,,
6274,1.875,1.65,1.725,1.575,1.725,1.5,1.5,1.425,0,0,0,0,0,0,1.575,1.65,,
6275,1.663718,1.312467,1.360513,1.206556,1.49718,1.230455,1.245033,1.149448,2.53054,2.608037,0,2.590072,0,0,1.629654,1.358433,,
6276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6283,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0.375,0,0,,
6284,3.075,2.925,3,2.85,3,2.85,2.85,2.775,2.7,2.625,4.5,2.7,3.9,4.5,0,3,,
6285,4.5,3.734789,4.00062,3.386284,4.337368,3.320795,3.348868,2.905068,3.227173,2.76736,1.154297,2.875259,2.691959,1.274256,3.08124,3.807095,,
6286,0.370335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6298,0.3,0.15,0.225,0,0.225,0,0,0,0,0,0,0,0,0,0,0.15,,
6299,2.453711,2.189287,2.199037,0,2.30518,0,0,0,0,0,0,0,0,0,0,2.218926,,
6300,0,0,0,2.230694,0,0,0,0,0,0,0,0,0,0,0,0,,
6301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6305,0,0,0,0,0,1.275,2.237518,0,0,0,0,0,0,0,0,0,,
6306,0,0,0,0,0,0.989957,0,0,0,0,0,0,0,0,0,0,,
6307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6320,2.447031,0,2.034603,0,2.197674,0,0,3,2.925,2.85,2.775,2.925,2.625,2.775,0,0,,
6321,0,0,0,0,0,0,0,0.60665,0.539427,0.527442,0.576645,0.618977,0.394517,0.561433,0,0,,
6322,1.744381,3.311347,0,3.039657,0,3.037826,3.056916,0,0,0,0,0,0,0,0,3.406971,,
6323,0,0,1.919835,0,1.962676,0,0,0,0,0,0,0,0,0,0,0,,
6324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6329,0.675,0.525,0.45,0.375,0.525,0.375,0.375,0.9,0.825,0.75,0.6,0.9,0.525,0.525,1.05,0.525,,
6330,4.5,4.005072,3.938295,3.849189,4.166854,3.824417,3.840482,4.01611,3.901791,3.830967,3.738624,3.937032,3.688265,3.790243,3.210399,4.110253,,
6331,0.281773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6334,2.270042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6336,0,0,0,0,0.675,0,0,0,0,0,0,0,0,0,0,0,,
6337,0,0,0,0,1.48448,0,0,0,0,0,0,0,0,0,0,0,,
6338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6344,0,0,2.378939,0,0,0,0,0,0,0,0,0,0,0,0,2.318538,,
6345,0,2.920007,0,2.743238,0,2.748085,2.751648,2.592538,0,0,0,2.553211,0,0,0,0,,
6346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6350,0,0,0,0,0,0,0,0,2.528444,0,0,0,0,0,0,0,,
6351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6354,0,0,0,0,0,0,0,0,0,0.525,0,0,0,0,0,0,,
6355,0,0,0,0,0,0,0,0,0,2.125207,0,0,0,0,0,0,,
6356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6358,1.725,0,0,0,0,0,0,0,0,0,3.075,0,1.875,2.925,0,0,,
6359,0.762601,0,0,0,0,0,0,0,0,0,0.084698,0,1.197907,0.206974,0,0,,
6360,0,0,0,0,2.270023,0,0,0,0,0,0,0,0,0,0,0,,
6361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6372,0,0,2.343576,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.025,,
6376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48359,,
6377,0,2.540164,0,2.468336,0,0,0,0,0,0,0,0,0,0,2.892448,0,,
6378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6379,0,0,0,0,0,1.2,1.2,0,0,0,0,0,0,0,0,0,,
6380,0,0,0,0,0,1.32696,1.319485,0,0,0,0,0,0,0,0,0,,
6381,0,0,0,0,0,0,0,0.45,0,0,0,0.375,0,0,0,0,,
6382,0,0,0,0,0,0,0,2.186576,0,0,0,2.234542,0,0,0,0,,
6383,2.3231,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,,
6384,0,0,0,0,0,0,0,0,2.017525,0,0,0,0,0,0,0,,
6385,0,0,2.326626,0,2.907829,0,0,0,0,2.977509,0,0,0,0,0,0,,
6386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6390,1.275,1.2,0,1.05,0,1.05,1.05,0,0,0,1.275,0,1.125,1.2,0,1.575,,
6391,1.340875,1.431784,0,1.336971,0,1.223937,1.233707,0,0,0,1.820318,0,1.869408,1.880164,0,1.755633,,
6392,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,,
6393,0,0,2.265114,0,2.333565,0,0,2.582784,2.426397,0,0,2.53987,0,0,0,0,,
6394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6402,2.358462,0,0,0,0,0,0,0,0,2.614739,0,0,0,0,0,0,,
6403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6404,0,3.260199,1.875,3.04005,1.95,3.102326,3.083034,0,0,0,0,0,0,0,0,3.252103,,
6405,0,0,0.768855,0,0.796312,0,0,0,0,0,0,0,0,0,2.929628,0,,
6406,1.725,0.975,1.05,0.825,1.05,0.825,0.825,1.725,1.65,1.125,1.8,1.725,1.725,1.8,0,0.975,,
6407,2.951749,1.730724,1.724235,1.55857,1.758912,1.542244,1.551797,2.457206,2.467293,2.129354,2.387813,2.407896,2.389601,2.388057,0,1.660066,,
6408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6419,2.35926,0,0,0,0.825,0,0,0,0,0,0,0,0,0,0,0,,
6420,0,0,0,0,1.437655,0,0,0,0,0,0,0,0,0,0,0,,
6421,0,0,2.308939,0,0,0,0,0,0,0,0,0,0,0,0,2.252246,,
6422,0,2.312093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6423,0.825,0.675,0.75,3.227244,0.75,3.214929,3.223684,2.973173,2.899802,2.825609,0.825,2.870449,0.75,0.825,0.675,0.75,,
6424,2.716257,2.034328,2.142283,0,2.506489,0,0,0,0,0,2.774249,0,2.75281,2.73233,2.508831,2.059721,,
6425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6426,0,0,0,2.41291,0,2.407826,2.417483,2.260105,0.45,0,0,1.125,0,0,0,0,,
6427,0,0,0,0,0,0,0,0,1.866979,1.95,0,1.179622,0,0,0,0,,
6428,0,0,0,0,0,0,0,0,0,0.410217,0,0,0,0,0,0,,
6429,2.174971,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,,
6430,0,0.9,2.427106,0,1.682987,0,0,0,0,0,0,0,0,0,0,0.975,,
6431,0,1.443768,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388147,,
6432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6442,3.504509,2.460423,2.567201,3.32642,2.969336,3.324157,3.324738,3.097699,2.871892,2.693409,3.523376,2.947293,3.440079,3.492937,0,2.460692,,
6443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.068094,0,,
6447,2.159653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6450,0,0.6,0.75,0,0.9,0,0,0,0,0,0,0,0,0,0,0.675,,
6451,0,1.739106,1.659625,0,1.62246,0,0,0,0,0,0,0,0,0,0,1.672095,,
6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6453,0,0,0,2.625,0,2.625,2.625,2.497568,0,0,0,0,0,0,0,0,,
6454,3.3,2.605035,2.711072,0.021262,2.847621,0.021542,0.021217,0,3.6,3.45,3.3,4.063959,3.225,3.3,0,2.625576,,
6455,0.455769,0,0,0,0,0,0,0,0.357599,0.428822,0.34532,0,0.342907,0.3232,0,0,,
6456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6457,0,0,0,2.610277,0,2.607246,2.609432,2.432545,0,0,0,0,0,0,0,0,,
6458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6466,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6467,4.5,4.374612,4.5,2.980039,4.5,2.959324,2.958599,2.787401,3.2945,3.244376,3.010341,3.371865,2.945438,2.997412,3.296279,4.390621,,
6468,0.649644,0,0.014668,0,0.238443,0,0,0,0,0,0,0,0,0,0,0,,
6469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6475,3,2.570646,2.661379,2.755103,2.790227,2.737605,2.732245,2.578786,2.495417,0,0,2.560762,0,0,0,2.585203,,
6476,0.035808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6477,0,0,0,0,0,0,0,0,0,2.499032,0,0,0,0,0,0,,
6478,2.164453,0,0,0,1.960715,0,0,0,0,0,3.075,0,3,3.075,0,0,,
6479,0,0,0,0,0,0,0,0,0,0,0.440842,0,0.454361,0.418153,0,0,,
6480,0,0,1.906714,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525,,
6489,0,0.825,0,0.675,0,0.675,0.675,0.525,0,0,0,0.525,0,0,0,1.44072,,
6490,0,1.965887,0,1.892537,0,1.874656,1.868422,1.867858,2.409954,0,0,1.854323,0,0,0,0,,
6491,2.382522,0,0,0,0.825,0,0,0,0,2.943557,0,0,0,0,3.075,0,,
6492,0,0,0,0,1.446559,0,0,0,0,0,0,0,0,0,0.034111,0,,
6493,0,0,2.309336,0,0,0,0,0,0,0,0,0,0,0,0,2.180867,,
6494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6495,0.825,2.653592,0.75,2.392306,0.75,2.374363,2.420554,0.825,0.75,0.6,2.677744,0.825,0.825,0.825,0,0.75,,
6496,2.737429,0,2.18317,0,2.516324,0,0,2.694172,2.468014,1.88415,0,2.693739,2.719828,2.790852,0,2.130584,,
6497,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6498,0,2.115254,0,2.364025,0,2.349543,2.462483,0,0,0,0,0,0,0,0,0,,
6499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6500,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6501,2.117667,0,0,0,0.675,0,0,0,0,0,2.558391,0,0,0,0,0,,
6502,0,0,2.448272,0,1.621368,0,0,0,0,0,0,0,0,0,0,2.1,,
6503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328201,,
6504,0,0,0,0,0,0,0,2.866076,2.757353,2.719986,0,2.845127,0,0,3.128916,0,,
6505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6511,0.975,1.725,0,0.9,0,0.75,0.825,0,0,0,0,0,1.05,1.425,0,0,,
6512,1.414301,1.016138,0,1.628691,0,1.764494,1.707085,0,0,0,0,0,1.939857,1.609804,0,0,,
6513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6514,0,0,1.275,0,2.175,0,0,0,0,0,0,0,0,0,0,1.275,,
6515,1.725,1.575,2.082532,0,1.614721,0,0.675,1.575,1.575,0.825,3.524123,1.575,0,0,0,2.060304,,
6516,1.036537,0.942848,0,0,0,0,1.662949,1.240214,1.174558,1.864081,0,1.243607,0,0,0,0,,
6517,0,0,0,2.275397,0,0,0,0,0,0,0,0,0,0,0,0,,
6518,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,,
6519,0,0,0,0,0,0.980213,0,0,0,0,0,0,0,0,0,0,,
6520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6525,1.575,1.35,1.725,1.2,1.8,1.125,1.275,1.125,1.125,1.05,0.975,1.125,1.875,1.95,1.2,1.725,,
6526,2.925984,2.406309,2.846257,2.189187,2.985831,2.00231,2.149096,2.10139,1.993318,1.978159,1.841355,2.08878,2.499825,2.492608,2.147865,2.818506,,
6527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
